"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 36 0 0 1 NA 13 6 11 4 100 2.77
"2" "kukd" 95 0 0 1 NA 44 10 45 10 100 2.16
"3" "kuku" 324 0 0 1 NA 136 14 136 13 100 2.38
"4" "pkd" 175 0 0 1 NA 57 11 56 10 100 3.07
"5" "pku" 266 0 0 1 NA 99 16 98 13 100 2.69
"6" "pp" 1883 0 0 1 NA 305 25 306 22 100 6.17
"7" "tdkd" 33 0 0 1 NA 9 4 9 4 100 3.67
"8" "tdku" 15 0 0 1 NA 5 3 4 3 100 3
"9" "tdp" 101 0 0 1 NA 50 10 50 10 100 2.02
"10" "tdtd" 38 0 0 1 NA 18 7 17 7 100 2.11
"11" "tukd" 23 0.08 NA 0.93 NA 15 6 14 4 100 1.53
"12" "tuku" 0 1 NA 0.79 NA 0 1 0 0 100 NA
"13" "tup" 104 0 0 1 NA 46 11 46 10 100 2.26
"14" "tutd" 15 0.2 NA 0.85 NA 11 4 10 3 100 1.36
"15" "tutu" 236 0 0 1 NA 168 19 167 18 100 1.4
