"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 135 0 0 1 NA 16 11 13 9 100 8.44
"2" "kukd" 126 0 0 1 NA 42 9 42 8 100 3
"3" "kuku" 489 0 0 1 NA 165 14 165 13 100 2.96
"4" "pkd" 291 0 0 1 NA 83 14 84 13 100 3.51
"5" "pku" 530 0 0 1 NA 201 22 204 18 100 2.64
"6" "pp" 7762 0 0 1 NA 753 33 752 33 100 10.31
"7" "tdkd" 11 0.17 NA 0.89 NA 7 6 5 4 100 1.57
"8" "tdku" 13 0 0 1 NA 3 2 3 1 100 4.33
"9" "tdp" 450 0 0 1 NA 69 12 68 10 100 6.52
"10" "tdtd" 98 0 0 1 NA 16 17 11 10 100 6.12
"11" "tukd" 15 0.52 NA 0.52 NA 15 5 15 6 100 1
"12" "tuku" 0 1 NA 0.87 NA 0 0 0 0 100 NA
"13" "tup" 75 0.02 NA 0.99 NA 53 9 52 7 100 1.42
"14" "tutd" 13 0.2 NA 0.85 NA 9 4 9 4 100 1.44
"15" "tutu" 636 0 0 1 NA 299 22 298 19 100 2.13
