"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 142 0 0 1 NA 28 14 24 11 100 5.07
"2" "kukd" 208 0 0 1 NA 87 17 87 13 100 2.39
"3" "kuku" 908 0 0 1 NA 393 28 395 29 100 2.31
"4" "pkd" 484 0 0 1 NA 191 18 192 19 100 2.53
"5" "pku" 995 0 0 1 NA 494 37 495 33 100 2.01
"6" "pp" 11218 0 0 1 NA 1758 50 1764 49 100 6.38
"7" "tdkd" 36 0.13 NA 0.87 NA 22 12 20 9 100 1.64
"8" "tdku" 27 0 0 1 NA 11 4 11 4 100 2.45
"9" "tdp" 620 0 0 1 NA 194 20 194 19 100 3.2
"10" "tdtd" 124 0 0 1 NA 42 22 39 16 100 2.95
"11" "tukd" 39 0.25 NA 0.78 NA 34 7 34 7 100 1.15
"12" "tuku" 0 1 NA 0.64 NA 0 1 0 0 100 NA
"13" "tup" 170 0.01 NA 0.99 NA 132 20 134 21 100 1.29
"14" "tutd" 37 0.14 NA 0.91 NA 29 7 29 7 100 1.28
"15" "tutu" 1371 0 0 1 NA 751 36 749 39 100 1.83
