"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
20 79 487 204 553 2182 34 22 341 67 40 203 48 1356 NA
21 86 537 217 656 2203 36 27 329 63 50 216 42 1269 2
22 113 536 186 621 2104 15 13 244 53 45 190 49 1311 NA
42 95 509 205 590 2286 15 16 263 62 39 232 42 1268 1
13 77 432 192 588 2149 38 17 327 56 42 195 56 1224 NA
16 92 483 200 648 2170 21 14 320 33 36 205 36 1224 1
21 105 490 191 618 2168 26 22 289 100 34 202 61 1238 NA
18 47 517 243 689 2287 20 11 300 58 39 199 25 1241 NA
21 101 534 196 603 2166 32 16 262 106 47 220 41 1228 2
11 90 502 216 634 2120 37 28 246 79 39 179 56 1219 2
20 87 458 182 623 2177 21 12 242 101 47 204 38 1155 NA
31 89 531 228 613 2227 36 6 265 89 32 211 50 1307 1
23 128 498 187 639 2152 22 18 263 77 49 217 27 1207 NA
39 117 535 237 666 2237 27 22 288 95 42 194 36 1243 1
21 55 503 227 670 2279 30 10 274 113 45 183 46 1218 2
29 102 518 232 620 2235 20 11 289 57 50 196 50 1295 NA
48 80 494 199 663 2116 21 8 253 93 49 198 44 1357 2
47 109 537 219 662 2152 13 20 263 112 37 210 50 1196 NA
15 109 488 222 680 2128 30 16 281 50 50 205 45 1233 NA
20 114 506 241 593 2275 26 18 282 28 59 181 54 1282 NA
25 89 495 236 579 2179 18 18 244 122 51 209 40 1249 1
18 81 525 167 663 2147 18 19 270 53 58 181 30 1216 1
61 120 516 217 629 2201 27 12 260 75 56 225 53 1324 NA
14 108 488 242 707 2250 22 23 273 73 41 221 37 1321 NA
19 83 457 166 624 2278 25 23 264 67 32 196 28 1177 NA
4 88 464 192 550 2184 23 11 299 62 55 180 43 1225 NA
33 116 454 206 614 2190 55 15 297 54 39 184 17 1255 1
16 82 502 222 633 2212 16 18 302 49 35 204 42 1195 NA
19 82 506 198 618 2217 30 15 276 100 49 229 56 1425 3
33 90 528 207 721 2170 29 19 252 54 42 223 49 1299 1
18 97 514 168 637 2138 43 10 278 77 45 210 24 1273 NA
5 96 508 194 647 2034 15 15 265 103 33 223 44 1227 NA
32 117 568 197 595 2190 42 19 261 115 37 237 46 1202 NA
22 68 456 189 625 2204 17 17 265 77 35 185 39 1250 NA
16 50 515 244 687 2273 13 16 261 85 45 192 55 1274 NA
18 87 494 220 656 2263 30 12 328 64 41 198 36 1253 1
18 92 495 185 616 2120 18 8 303 114 59 188 47 1161 NA
11 101 483 239 655 2169 27 15 258 46 52 99 42 1251 NA
26 124 473 228 574 2118 21 14 261 105 55 213 45 1251 1
21 98 442 213 578 2118 19 22 302 43 36 186 36 1167 NA
20 115 477 224 574 2215 32 14 241 67 47 180 54 1259 NA
32 78 508 226 624 2195 21 15 249 86 48 229 38 1286 2
8 85 514 187 656 2186 18 15 265 67 49 180 53 1268 1
44 113 520 212 604 2274 19 20 317 51 48 211 56 1301 NA
18 90 486 214 665 2298 38 14 301 107 41 204 44 1295 NA
53 126 544 219 650 2108 48 23 318 30 43 204 43 1337 NA
14 86 518 221 591 2208 33 16 291 28 47 199 52 1271 NA
21 80 475 195 606 2200 21 19 281 99 41 187 43 1238 1
11 91 497 217 632 2171 22 17 304 66 49 156 37 1308 NA
13 88 504 217 643 2274 13 14 259 98 34 189 50 1247 2
14 73 461 183 556 2087 19 4 252 55 39 214 47 1176 NA
13 105 505 216 633 2160 45 19 320 106 46 212 30 1311 2
39 59 541 235 632 2282 21 17 227 74 53 216 49 1225 1
41 88 518 193 693 2132 25 15 260 53 38 201 59 1199 NA
23 82 495 192 649 2257 22 17 271 87 32 190 43 1216 1
19 50 464 224 686 2243 8 15 254 50 35 209 43 1291 1
9 74 519 201 651 2234 23 17 229 36 36 203 44 1228 NA
26 109 443 223 627 2078 52 7 297 25 43 109 32 1271 NA
20 75 530 196 650 2287 16 18 275 64 41 191 63 1319 NA
15 117 511 216 574 2207 48 22 280 79 44 207 51 1283 NA
27 83 482 201 582 2159 73 16 323 46 39 221 37 1288 1
30 92 537 181 586 2219 25 26 325 106 28 208 64 1251 NA
25 100 512 204 624 2179 21 23 325 87 37 182 38 1260 NA
9 80 457 210 612 2229 45 21 266 84 47 216 45 1298 NA
27 94 479 207 603 2203 33 12 311 114 38 179 33 1201 1
26 53 433 189 584 2215 15 12 282 41 40 187 45 1305 1
14 42 487 89 531 2063 32 22 266 79 54 211 48 1324 NA
34 90 456 203 671 2215 21 25 273 85 41 196 62 1245 3
17 87 505 182 701 2282 47 26 291 136 50 230 55 1234 NA
23 84 544 208 678 2163 25 10 230 112 38 191 42 1203 NA
48 86 422 202 636 2185 40 15 299 39 38 220 58 1199 NA
19 84 467 206 640 2155 13 15 282 112 40 187 48 1305 NA
18 101 505 239 608 2294 25 15 257 60 46 225 37 1256 1
29 101 472 218 603 2154 32 9 279 112 35 187 54 1346 2
21 112 472 233 600 2133 26 6 273 62 34 205 45 1295 NA
16 39 492 213 640 2342 30 16 295 38 40 200 58 1195 2
25 111 495 209 577 2117 36 22 270 129 37 189 59 1342 NA
48 92 508 225 621 2185 39 10 305 31 36 206 37 1250 1
31 90 487 224 617 2226 15 15 282 65 50 185 44 1310 NA
34 111 501 225 547 2175 41 15 368 123 59 180 44 1273 NA
15 101 535 218 655 2206 57 16 256 44 38 182 49 1237 NA
35 113 513 203 644 2174 25 16 258 42 37 176 48 1330 NA
29 101 527 239 593 2118 34 16 305 87 46 236 48 1376 1
36 100 483 220 576 2275 36 12 293 33 44 203 39 1234 NA
19 95 503 242 580 2049 13 16 252 37 46 193 40 1263 NA
20 79 519 191 608 2136 22 8 289 58 48 209 33 1239 NA
12 102 561 186 614 2180 21 9 253 60 62 184 41 1258 NA
