"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
"1" 32 121 669 311 823 3190 84 27 447 79 66 1 255 81 1613
"2" 33 153 711 298 912 3123 67 23 422 68 54 2 197 49 1537
"3" 26 108 701 308 878 3131 35 33 375 212 76 NA 298 57 1603
"4" 37 135 696 295 760 2984 38 15 402 110 60 2 252 59 1601
"5" 28 129 708 330 960 3196 32 25 371 88 55 NA 242 32 1601
"6" 59 168 767 341 911 3168 66 29 352 92 51 NA 270 96 1589
"7" 30 152 647 366 847 3342 59 22 425 96 53 NA 268 31 1522
"8" 67 178 669 316 945 3269 49 33 352 112 40 3 324 64 1560
"9" 37 166 684 315 830 3225 44 18 406 44 59 1 277 67 1646
"10" 47 178 774 379 899 3178 20 19 377 86 64 NA 249 60 1525
"11" 29 160 736 384 847 3341 31 23 348 216 58 NA 232 75 1472
"12" 31 164 753 300 1027 3055 34 21 393 116 29 NA 293 61 1544
"13" 25 167 807 333 921 3201 34 22 397 120 71 NA 314 61 1598
"14" 73 184 775 318 974 3227 61 21 364 150 83 1 262 62 1503
"15" 65 170 581 337 785 3279 35 21 355 108 48 NA 305 74 1560
"16" 45 184 790 276 897 3024 25 18 392 155 70 1 286 74 1446
"17" 25 143 773 283 892 3108 29 17 362 85 56 1 291 77 1667
"18" 51 187 731 376 836 3124 32 30 387 64 59 6 229 73 1514
"19" 21 70 775 341 858 3170 52 26 376 61 67 1 280 58 1685
"20" 47 173 742 348 898 3215 38 17 335 138 78 NA 227 32 1565
"21" 52 182 826 327 1024 3253 37 13 348 54 62 NA 262 76 1621
"22" 39 156 824 301 883 3113 40 30 396 91 69 3 233 47 1526
"23" 31 139 799 261 928 3217 35 18 366 63 66 NA 263 61 1637
"24" 37 152 707 322 941 3001 22 23 407 72 80 NA 242 78 1551
"25" 72 147 768 330 907 3065 26 25 355 64 51 2 270 64 1588
"26" 77 184 771 315 910 3277 58 10 366 60 51 NA 223 57 1556
"27" 38 145 692 343 881 3350 33 32 375 71 51 3 248 67 1639
"28" 44 160 665 308 909 3167 20 17 360 85 66 NA 234 58 1513
"29" 37 149 721 333 888 3148 48 11 401 116 68 1 224 54 1470
"30" 32 146 784 311 1015 3209 39 26 414 113 45 NA 274 59 1557
"31" 70 182 795 338 932 3123 54 15 424 118 66 NA 284 59 1587
"32" 31 155 728 324 849 3163 55 26 417 79 61 1 281 58 1624
"33" 33 118 667 310 803 3017 39 27 433 117 48 2 266 60 1830
"34" 24 147 744 305 936 3272 30 10 368 142 57 NA 145 54 1572
"35" 25 132 745 274 936 3103 33 28 361 124 55 NA 222 49 1382
"36" 36 150 716 306 835 3266 38 14 399 67 61 1 285 51 1386
"37" 26 146 676 275 913 3074 42 23 370 50 54 NA 263 35 1508
"38" 8 122 717 305 903 3104 51 23 378 91 53 NA 232 53 1585
"39" 58 138 687 326 870 3181 30 31 408 76 46 1 252 53 1580
"40" 58 177 724 384 921 3305 65 17 431 74 46 2 253 54 1492
"41" 60 146 689 368 919 3218 41 33 433 57 68 1 268 75 1434
"42" 72 154 765 335 942 3108 67 23 388 116 65 NA 282 44 1621
"43" 25 141 753 315 993 3199 34 30 391 98 73 NA 260 59 1657
"44" 26 148 669 311 844 3105 31 14 384 71 84 1 284 61 1503
"45" 31 163 753 298 936 3169 42 21 409 73 60 2 228 79 1563
"46" 18 156 667 297 885 3192 29 17 415 62 51 NA 238 51 1519
"47" 22 130 723 329 998 3200 30 16 360 112 64 NA 256 86 1523
