"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 188 0 0 1 NA 47 17 48 17 100 4
"2" "kukd" 350 0 0 1 NA 178 25 178 21 100 1.97
"3" "kuku" 1567 0 0 1 NA 850 52 854 50 100 1.84
"4" "pkd" 800 0 0 1 NA 373 30 370 32 100 2.14
"5" "pku" 1701 0 0 1 NA 1054 98 1070 65 100 1.61
"6" "pp" 15175 0 0 1 NA 3670 94 3660 94 100 4.13
"7" "tdkd" 74 0.07 NA 0.93 NA 48 18 47 15 100 1.54
"8" "tdku" 52 0 0 1 NA 26 7 26 7 100 2
"9" "tdp" 949 0 0 1 NA 456 31 454 33 100 2.08
"10" "tdtd" 175 0.1 NA 0.9 NA 115 42 106 36 100 1.52
"11" "tukd" 75 0.46 NA 0.58 NA 74 11 74 11 100 1.01
"12" "tuku" 1 0.47 NA 0.83 NA 1 1 0 0 100 1
"13" "tup" 375 0.01 NA 0.99 NA 310 39 313 25 100 1.21
"14" "tutd" 76 0.61 NA 0.42 NA 78 13 79 12 100 0.97
"15" "tutu" 2807 0 0 1 NA 1873 86 1866 85 100 1.5
