"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 36 0.01 NA 0.99 NA 13 7 12 6 100 2.77
"2" "kukd" 95 0 0 1 NA 46 10 46 10 100 2.07
"3" "kuku" 324 0 0 1 NA 136 19 136 21 100 2.38
"4" "pkd" 175 0 0 1 NA 56 13 57 9 100 3.12
"5" "pku" 266 0 0 1 NA 103 16 101 16 100 2.58
"6" "pp" 1883 0 0 1 NA 304 24 303 27 100 6.19
"7" "tdkd" 33 0 0 1 NA 9 4 9 3 100 3.67
"8" "tdku" 15 0.01 NA 0.99 NA 6 3 6 4 100 2.5
"9" "tdp" 101 0 0 1 NA 50 10 51 7 100 2.02
"10" "tdtd" 38 0.01 NA 0.99 NA 18 6 18 6 100 2.11
"11" "tukd" 23 0.0600000000000001 NA 0.96 NA 15 5 15 6 100 1.53
"12" "tuku" 0 1 NA 0.76 NA 0 1 0 0 100 NA
"13" "tup" 104 0 0 1 NA 45 10 45 9 100 2.31
"14" "tutd" 15 0.25 NA 0.78 NA 12 5 11 4 100 1.25
"15" "tutu" 236 0 0 1 NA 168 17 166 16 100 1.4
