"group" "motif_type" "counts" "total_count"
"1" "others" 2 65
"1" "others" 3 17
"1" "others" 4 10
"1" "others" 5 2
"1" "others" 6 4
"1" "others" 7 1
"1" "others" 8 4
"1" "others" 10 1
"1" "others" 11 1
"1" "others" 12 1
"1" "others" 13 2
"1" "protein_complexes" 2 395
"1" "protein_complexes" 3 76
"1" "protein_complexes" 4 26
"1" "protein_complexes" 5 14
"1" "protein_complexes" 6 5
"1" "protein_complexes" 7 4
"1" "protein_complexes" 8 1
"1" "protein_complexes" 11 1
"1" "protein_complexes" 23 1
"1" "regulatory_triplets" 2 177
"1" "regulatory_triplets" 3 35
"1" "regulatory_triplets" 4 11
"1" "regulatory_triplets" 5 3
"1" "regulatory_triplets" 6 1
"1" "signaling_triplets" 2 226
"1" "signaling_triplets" 3 51
"1" "signaling_triplets" 4 13
"1" "signaling_triplets" 5 3
"1" "signaling_triplets" 6 2
"1" "signaling_triplets" 7 1
"1" "signaling_triplets" 8 1
"1" "signaling_triplets" 9 1
"2" "others" 2 79
"2" "others" 3 13
"2" "others" 4 14
"2" "others" 5 5
"2" "others" 6 2
"2" "others" 8 5
"2" "others" 9 1
"2" "others" 10 1
"2" "others" 12 1
"2" "others" 14 1
"2" "others" 15 1
"2" "others" 16 1
"2" "others" 22 1
"2" "others" 23 1
"2" "others" 27 1
"2" "others" 32 1
"2" "others" 39 1
"2" "protein_complexes" 2 368
"2" "protein_complexes" 3 79
"2" "protein_complexes" 4 27
"2" "protein_complexes" 5 5
"2" "protein_complexes" 6 6
"2" "protein_complexes" 8 1
"2" "protein_complexes" 11 1
"2" "regulatory_triplets" 2 158
"2" "regulatory_triplets" 3 24
"2" "regulatory_triplets" 4 5
"2" "regulatory_triplets" 5 3
"2" "signaling_triplets" 2 226
"2" "signaling_triplets" 3 45
"2" "signaling_triplets" 4 15
"2" "signaling_triplets" 5 3
"2" "signaling_triplets" 6 7
"3" "others" 2 71
"3" "others" 3 18
"3" "others" 4 8
"3" "others" 5 3
"3" "others" 6 4
"3" "others" 7 1
"3" "others" 8 1
"3" "others" 10 1
"3" "others" 15 1
"3" "others" 16 1
"3" "others" 18 1
"3" "others" 23 1
"3" "others" 38 1
"3" "protein_complexes" 2 395
"3" "protein_complexes" 3 73
"3" "protein_complexes" 4 23
"3" "protein_complexes" 5 2
"3" "protein_complexes" 6 5
"3" "protein_complexes" 7 2
"3" "protein_complexes" 9 1
"3" "protein_complexes" 10 1
"3" "regulatory_triplets" 2 188
"3" "regulatory_triplets" 3 38
"3" "regulatory_triplets" 4 7
"3" "regulatory_triplets" 5 3
"3" "regulatory_triplets" 6 1
"3" "signaling_triplets" 2 231
"3" "signaling_triplets" 3 43
"3" "signaling_triplets" 4 2
"3" "signaling_triplets" 5 2
"3" "signaling_triplets" 6 1
"3" "signaling_triplets" 7 3
"3" "signaling_triplets" 8 1
"3" "signaling_triplets" 9 1
"3" "signaling_triplets" 20 1
"4" "others" 2 66
"4" "others" 3 23
"4" "others" 4 7
"4" "others" 5 5
"4" "others" 6 3
"4" "others" 7 2
"4" "others" 8 4
"4" "others" 9 1
"4" "others" 10 2
"4" "others" 11 1
"4" "others" 12 2
"4" "others" 16 1
"4" "others" 19 1
"4" "others" 22 1
"4" "others" 28 1
"4" "others" 35 1
"4" "protein_complexes" 2 446
"4" "protein_complexes" 3 89
"4" "protein_complexes" 4 22
"4" "protein_complexes" 5 18
"4" "protein_complexes" 6 3
"4" "protein_complexes" 7 3
"4" "protein_complexes" 8 2
"4" "protein_complexes" 12 1
"4" "protein_complexes" 18 1
"4" "regulatory_triplets" 2 181
"4" "regulatory_triplets" 3 38
"4" "regulatory_triplets" 4 7
"4" "regulatory_triplets" 5 2
"4" "regulatory_triplets" 6 5
"4" "regulatory_triplets" 7 1
"4" "signaling_triplets" 2 192
"4" "signaling_triplets" 3 50
"4" "signaling_triplets" 4 12
"4" "signaling_triplets" 5 4
"4" "signaling_triplets" 6 3
"4" "signaling_triplets" 7 3
"4" "signaling_triplets" 9 1
"5" "others" 2 60
"5" "others" 3 26
