"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 180 0 0 1 NA 34 14 33 15 100 5.29
"2" "kukd" 250 0 0 1 NA 116 19 117 18 100 2.16
"3" "kuku" 1096 0 0 1 NA 546 35 544 42 100 2.01
"4" "pkd" 604 0 0 1 NA 248 22 244 20 100 2.44
"5" "pku" 1185 0 0 1 NA 672 46 673 43 100 1.76
"6" "pp" 12534 0 0 1 NA 2335 66 2334 70 100 5.37
"7" "tdkd" 44 0.13 NA 0.88 NA 28 14 25 12 100 1.57
"8" "tdku" 35 0.01 NA 0.99 NA 15 6 15 4 100 2.33
"9" "tdp" 703 0 0 1 NA 266 23 266 22 100 2.64
"10" "tdtd" 142 0 0 1 NA 58 25 53 22 100 2.45
"11" "tukd" 49 0.3 NA 0.73 NA 45 7 45 7 100 1.09
"12" "tuku" 0 1 NA 0.61 NA 1 1 0 0 100 0
"13" "tup" 235 0.01 NA 0.99 NA 186 23 185 19 100 1.26
"14" "tutd" 48 0.24 NA 0.8 NA 41 9 40 9 100 1.17
"15" "tutu" 1805 0 0 1 NA 1076 56 1076 55 100 1.68
