"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 58 19 56 14 100 3.69
"2" "kukd" 432 0 0 1 NA 235 27 238 29 100 1.84
"3" "kuku" 2049 0 0 1 NA 1214 59 1209 62 100 1.69
"4" "pkd" 963 0 0 1 NA 501 31 501 33 100 1.92
"5" "pku" 2240 0 0 1 NA 1524 80 1524 96 100 1.47
"6" "pp" 17671 0 0 1 NA 5243 124 5248 113 100 3.37
"7" "tdkd" 87 0.09 NA 0.92 NA 62 18 60 16 100 1.4
"8" "tdku" 72 0 0 1 NA 37 8 37 9 100 1.95
"9" "tdp" 1179 0 0 1 NA 667 39 666 39 100 1.77
"10" "tdtd" 229 0.08 NA 0.94 NA 174 38 170 32 100 1.32
"11" "tukd" 107 0.54 NA 0.5 NA 108 14 108 14 100 0.99
"12" "tuku" 1 0.69 NA 0.66 NA 2 2 1 1 100 0.5
"13" "tup" 566 0 0 1 NA 478 31 478 27 100 1.18
"14" "tutd" 120 0.52 NA 0.54 NA 119 20 120 16 100 1.01
"15" "tutu" 4171 0 0 1 NA 2970 95 2972 99 100 1.4
