"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 33 0.08 NA 0.94 NA 25 5 24 3 50 1.32
"2" "kukd" 305 0 0 1 NA 194 29 196 25 50 1.57
"3" "kuku" 1719 0 0 1 NA 1138 62 1144 66 50 1.51
"4" "pkd" 538 0 0 1 NA 408 21 406 24 50 1.32
"5" "pku" 2067 0 0 1 NA 1515 126 1523 83 50 1.36
"6" "pp" 6202 0 0 1 NA 4759 102 4752 82 50 1.3
"7" "tdkd" 35 0.34 NA 0.76 NA 32 7 32 4 50 1.09
"8" "tdku" 52 0.0600000000000001 NA 0.94 NA 37 9 37 10 50 1.41
"9" "tdp" 545 0.22 NA 0.78 NA 523 27 524 29 50 1.04
"10" "tdtd" 44 0.76 NA 0.28 NA 48 6 48 6 50 0.92
"11" "tukd" 102 0.6 NA 0.46 NA 100 16 104 12 50 1.02
"12" "tuku" 1 0.5 NA 0.74 NA 1 1 0 1 50 1
"13" "tup" 541 0.02 NA 0.98 NA 489 48 501 36 50 1.11
"14" "tutd" 114 0.62 NA 0.38 NA 120 19 122 16 50 0.95
"15" "tutu" 4146 0 0 1 NA 3054 96 3052 88 50 1.36
