"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 33 0.04 NA 0.98 NA 24 5 24 4 50 1.38
"2" "kukd" 305 0 0 1 NA 207 15 207 16 50 1.47
"3" "kuku" 1719 0 0 1 NA 1132 63 1134 62 50 1.52
"4" "pkd" 538 0 0 1 NA 413 20 411 20 50 1.3
"5" "pku" 2067 0 0 1 NA 1527 76 1534 90 50 1.35
"6" "pp" 6202 0 0 1 NA 4777 98 4766 99 50 1.3
"7" "tdkd" 35 0.32 NA 0.72 NA 31 7 32 6 50 1.13
"8" "tdku" 52 0.0600000000000001 NA 0.94 NA 38 10 38 10 50 1.37
"9" "tdp" 545 0.12 NA 0.88 NA 522 20 522 15 50 1.04
"10" "tdtd" 44 0.56 NA 0.52 NA 46 8 44 7 50 0.96
"11" "tukd" 102 0.48 NA 0.54 NA 103 13 100 11 50 0.99
"12" "tuku" 1 0.68 NA 0.6 NA 2 2 1 1 50 0.5
"13" "tup" 541 0.0600000000000001 NA 0.94 NA 488 49 488 41 50 1.11
"14" "tutd" 114 0.48 NA 0.54 NA 117 23 112 17 50 0.97
"15" "tutu" 4146 0 0 1 NA 3039 106 3033 104 50 1.36
