"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 61 19 58 17 100 3.51
"2" "kukd" 438 0 0 1 NA 242 26 243 27 100 1.81
"3" "kuku" 2103 0 0 1 NA 1251 67 1246 55 100 1.68
"4" "pkd" 981 0 0 1 NA 521 32 522 35 100 1.88
"5" "pku" 2297 0 0 1 NA 1565 115 1565 64 100 1.47
"6" "pp" 18008 0 0 1 NA 5468 99 5476 102 100 3.29
"7" "tdkd" 88 0.09 NA 0.91 NA 64 17 63 16 100 1.38
"8" "tdku" 76 0 0 1 NA 38 9 38 10 100 2
"9" "tdp" 1205 0 0 1 NA 686 51 684 36 100 1.76
"10" "tdtd" 231 0.17 NA 0.84 NA 182 46 173 42 100 1.27
"11" "tukd" 111 0.42 NA 0.63 NA 108 17 108 16 100 1.03
"12" "tuku" 1 0.71 NA 0.65 NA 1 2 1 1 100 1
"13" "tup" 583 0.01 NA 0.99 NA 491 44 494 37 100 1.19
"14" "tutd" 123 0.54 NA 0.48 NA 125 15 124 14 100 0.98
"15" "tutu" 4391 0 0 1 NA 3158 115 3154 108 100 1.39
