"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 186 0 0 1 NA 46 19 44 19 100 4.04
"2" "kukd" 329 0 0 1 NA 166 20 162 21 100 1.98
"3" "kuku" 1477 0 0 1 NA 789 42 792 48 100 1.87
"4" "pkd" 762 0 0 1 NA 350 30 350 26 100 2.18
"5" "pku" 1598 0 0 1 NA 985 57 988 50 100 1.62
"6" "pp" 14731 0 0 1 NA 3409 94 3404 93 100 4.32
"7" "tdkd" 73 0.03 NA 0.97 NA 42 15 40 12 100 1.74
"8" "tdku" 51 0 0 1 NA 24 8 24 9 100 2.12
"9" "tdp" 920 0 0 1 NA 422 26 418 27 100 2.18
"10" "tdtd" 170 0.0600000000000001 NA 0.94 NA 105 36 96 30 100 1.62
"11" "tukd" 71 0.45 NA 0.6 NA 69 10 69 9 100 1.03
"12" "tuku" 1 0.49 NA 0.78 NA 1 1 0 0 100 1
"13" "tup" 345 0.02 NA 0.98 NA 285 30 282 30 100 1.21
"14" "tutd" 67 0.61 NA 0.4 NA 71 14 72 16 100 0.94
"15" "tutu" 2593 0 0 1 NA 1704 74 1697 64 100 1.52
