"group" "motif_type" "counts" "total_count"
"1" "others" 2 71
"1" "others" 3 14
"1" "others" 4 16
"1" "others" 5 6
"1" "others" 6 2
"1" "others" 7 2
"1" "others" 8 3
"1" "others" 10 1
"1" "others" 13 1
"1" "others" 15 1
"1" "others" 16 2
"1" "others" 19 2
"1" "others" 20 1
"1" "protein_complexes" 2 414
"1" "protein_complexes" 3 75
"1" "protein_complexes" 4 17
"1" "protein_complexes" 5 6
"1" "protein_complexes" 6 5
"1" "protein_complexes" 9 2
"1" "protein_complexes" 10 1
"1" "regulatory_triplets" 2 171
"1" "regulatory_triplets" 3 29
"1" "regulatory_triplets" 4 9
"1" "regulatory_triplets" 5 3
"1" "regulatory_triplets" 6 2
"1" "regulatory_triplets" 7 2
"1" "regulatory_triplets" 16 1
"1" "signaling_triplets" 2 202
"1" "signaling_triplets" 3 35
"1" "signaling_triplets" 4 11
"1" "signaling_triplets" 5 5
"1" "signaling_triplets" 6 4
"1" "signaling_triplets" 7 2
"1" "signaling_triplets" 9 1
"2" "others" 2 56
"2" "others" 3 6
"2" "others" 4 8
"2" "others" 5 5
"2" "others" 6 5
"2" "others" 7 2
"2" "others" 8 3
"2" "others" 9 1
"2" "others" 11 1
"2" "others" 12 1
"2" "others" 14 1
"2" "others" 18 1
"2" "protein_complexes" 2 363
"2" "protein_complexes" 3 64
"2" "protein_complexes" 4 24
"2" "protein_complexes" 5 7
"2" "protein_complexes" 6 3
"2" "protein_complexes" 7 2
"2" "protein_complexes" 8 1
"2" "protein_complexes" 9 1
"2" "regulatory_triplets" 2 177
"2" "regulatory_triplets" 3 45
"2" "regulatory_triplets" 4 11
"2" "regulatory_triplets" 5 3
"2" "regulatory_triplets" 6 3
"2" "signaling_triplets" 2 229
"2" "signaling_triplets" 3 44
"2" "signaling_triplets" 4 13
"2" "signaling_triplets" 5 3
"2" "signaling_triplets" 6 6
"2" "signaling_triplets" 7 2
"2" "signaling_triplets" 8 1
"2" "signaling_triplets" 9 1
"2" "signaling_triplets" 14 1
"3" "others" 2 74
"3" "others" 3 27
"3" "others" 4 11
"3" "others" 5 11
"3" "others" 6 3
"3" "others" 7 1
"3" "others" 8 2
"3" "others" 9 1
"3" "others" 12 2
"3" "others" 13 1
"3" "others" 14 2
"3" "others" 15 1
"3" "others" 20 2
"3" "others" 22 1
"3" "others" 25 1
"3" "protein_complexes" 2 438
"3" "protein_complexes" 3 61
"3" "protein_complexes" 4 20
"3" "protein_complexes" 5 3
"3" "protein_complexes" 6 3
"3" "protein_complexes" 7 5
"3" "protein_complexes" 8 2
"3" "protein_complexes" 11 1
"3" "protein_complexes" 13 1
"3" "regulatory_triplets" 2 176
"3" "regulatory_triplets" 3 32
"3" "regulatory_triplets" 4 10
"3" "regulatory_triplets" 5 1
"3" "regulatory_triplets" 6 1
"3" "regulatory_triplets" 7 1
"3" "regulatory_triplets" 8 1
"3" "regulatory_triplets" 9 2
"3" "signaling_triplets" 2 246
"3" "signaling_triplets" 3 39
"3" "signaling_triplets" 4 17
"3" "signaling_triplets" 5 4
"3" "signaling_triplets" 6 2
"3" "signaling_triplets" 7 1
"3" "signaling_triplets" 8 1
"3" "signaling_triplets" 9 1
"3" "signaling_triplets" 12 1
"3" "signaling_triplets" 21 1
"4" "others" 2 70
"4" "others" 3 20
"4" "others" 4 12
"4" "others" 5 7
"4" "others" 7 4
"4" "others" 8 3
"4" "others" 9 1
"4" "others" 10 1
"4" "others" 14 2
"4" "others" 15 2
"4" "others" 16 1
"4" "others" 17 1
"4" "others" 20 1
"4" "protein_complexes" 2 404
"4" "protein_complexes" 3 71
"4" "protein_complexes" 4 15
"4" "protein_complexes" 5 9
"4" "protein_complexes" 6 4
"4" "protein_complexes" 7 2
"4" "protein_complexes" 8 1
"4" "protein_complexes" 11 1
"4" "protein_complexes" 15 1
"4" "regulatory_triplets" 2 158
"4" "regulatory_triplets" 3 24
"4" "regulatory_triplets" 4 3
"4" "regulatory_triplets" 5 1
"4" "regulatory_triplets" 9 1
"4" "regulatory_triplets" 12 1
"4" "signaling_triplets" 2 243
"4" "signaling_triplets" 3 66
"4" "signaling_triplets" 4 14
"4" "signaling_triplets" 5 8
"4" "signaling_triplets" 6 1
"4" "signaling_triplets" 7 3
"4" "signaling_triplets" 8 1
"4" "signaling_triplets" 9 1
"4" "signaling_triplets" 12 1
"4" "signaling_triplets" 13 1
"4" "signaling_triplets" 21 1
"5" "others" 2 65
"5" "others" 3 22
"5" "others" 4 6
"5" "others" 5 1
"5" "others" 6 5
"5" "others" 7 1
"5" "others" 8 2
"5" "others" 9 1
"5" "others" 11 1
"5" "others" 13 1
"5" "others" 44 1
"5" "protein_complexes" 2 393
"5" "protein_complexes" 3 72
"5" "protein_complexes" 4 21
"5" "protein_complexes" 5 8
"5" "protein_complexes" 6 5
"5" "protein_complexes" 7 2
"5" "protein_complexes" 10 1
"5" "regulatory_triplets" 2 159
"5" "regulatory_triplets" 3 30
"5" "regulatory_triplets" 4 12
"5" "regulatory_triplets" 5 2
"5" "regulatory_triplets" 6 1
"5" "regulatory_triplets" 7 1
"5" "signaling_triplets" 2 267
"5" "signaling_triplets" 3 37
"5" "signaling_triplets" 4 13
"5" "signaling_triplets" 5 8
"6" "others" 2 67
"6" "others" 3 17
"6" "others" 4 9
"6" "others" 5 4
"6" "others" 7 1
