"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 15 0.02 NA 0.99 NA 9 3 9 3 100 1.67
"2" "kukd" 104 0 0 1 NA 71 10 72 10 100 1.46
"3" "kuku" 613 0 0 1 NA 400 35 399 39 100 1.53
"4" "pkd" 187 0 0 1 NA 126 15 126 14 100 1.48
"5" "pku" 722 0 0 1 NA 501 41 494 44 100 1.44
"6" "pp" 1764 0 0 1 NA 1377 45 1376 43 100 1.28
"7" "tdkd" 16 0.55 NA 0.51 NA 16 5 16 4 100 1
"8" "tdku" 39 0.01 NA 1 NA 19 7 18 6 100 2.05
"9" "tdp" 298 0 0 1 NA 251 33 258 22 100 1.19
"10" "tdtd" 21 0.86 NA 0.19 NA 27 5 27 4 100 0.78
"11" "tukd" 26 0.69 NA 0.41 NA 29 7 30 7 100 0.9
"12" "tuku" 0 1 NA 0.7 NA 0 1 0 0 100 NA
"13" "tup" 177 0.03 NA 0.97 NA 137 24 138 19 100 1.29
"14" "tutd" 62 0.26 NA 0.78 NA 56 14 55 12 100 1.11
"15" "tutu" 1075 0 0 1 NA 779 51 776 56 100 1.38
