"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 37 0 0 1 NA 12 4 11 3 100 3.08
"2" "kukd" 21 0.12 NA 0.94 NA 17 4 18 2 100 1.24
"3" "kuku" 16 0.32 NA 0.9 NA 15 1 15 1 100 1.07
"4" "pkd" 100 0 0 1 NA 69 11 72 7 100 1.45
"5" "pku" 31 0.12 NA 0.95 NA 25 6 27 3 100 1.24
"6" "pp" 227 0 0 1 NA 164 7 163 7 100 1.38
"7" "tdkd" 12 0.5 NA 0.56 NA 12 5 12 4 100 1
"8" "tdku" 5 0.38 NA 0.78 NA 4 2 3 3 100 1.25
"9" "tdp" 93 0.02 NA 0.99 NA 77 10 78 9 100 1.21
"10" "tdtd" 22 0.31 NA 0.71 NA 19 6 18 4 100 1.16
"11" "tukd" 16 0.92 NA 0.09 NA 22 4 23 3 100 0.73
"12" "tuku" 0 1 NA 1 NA 0 0 0 0 100 NA
"13" "tup" 44 0 0 1 NA 35 7 37 3 100 1.26
"14" "tutd" 8 1 NA 0 0 21 5 21 4 100 0.38
"15" "tutu" 30 0.05 NA 0.98 NA 26 2 27 1 100 1.15
