"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
12 10 16 77 27 154 18 3 88 11 22 34 23 24 NA
13 21 15 66 31 176 26 3 69 17 22 37 19 26 0
8 18 18 81 15 162 11 3 67 15 22 19 21 28 NA
13 21 17 67 24 170 10 2 78 18 24 37 21 28 NA
10 15 13 72 27 168 17 3 72 23 25 40 25 27 NA
9 14 14 73 27 176 14 3 78 25 24 36 17 23 NA
14 19 16 83 27 165 9 3 82 17 19 36 11 27 0
13 18 13 71 26 159 11 2 63 14 22 36 23 26 NA
16 16 16 73 32 167 5 3 68 16 27 39 19 25 NA
6 16 14 74 27 173 14 2 64 20 25 43 17 28 0
9 18 13 71 14 168 9 2 83 24 23 37 28 28 NA
12 16 17 83 29 170 14 3 80 12 27 37 21 26 0
19 16 13 65 19 163 9 5 40 17 24 33 25 27 0
7 19 17 72 30 157 15 2 90 19 23 43 28 26 NA
9 17 15 75 26 163 19 1 85 21 24 37 23 27 NA
11 21 12 79 28 177 9 5 80 16 12 19 27 21 0
10 17 14 73 26 166 12 2 71 20 22 39 27 26 0
8 18 16 74 27 178 7 6 70 16 19 39 24 26 NA
15 21 15 61 13 158 7 5 82 21 19 37 17 24 0
7 17 12 67 30 155 5 1 71 18 20 38 25 27 NA
10 18 13 71 12 168 14 3 78 17 20 31 16 27 0
10 15 16 67 27 161 16 7 84 16 23 19 27 26 0
10 16 15 62 24 161 9 4 86 20 20 40 12 27 0
14 8 15 76 31 160 13 1 87 24 23 39 24 25 0
18 9 15 70 27 161 14 2 93 23 26 41 18 27 0
11 20 17 81 13 169 15 6 75 15 11 40 16 29 0
13 18 13 87 31 162 6 6 81 16 28 35 17 24 0
20 11 16 81 26 156 13 5 76 17 25 37 22 27 NA
21 20 15 59 26 156 14 8 78 23 25 42 21 27 0
24 8 13 38 12 152 17 5 75 15 24 19 21 28 0
9 16 15 78 23 153 3 2 85 20 25 37 21 29 0
11 18 14 71 13 178 16 1 74 12 26 41 21 22 0
13 12 14 33 28 156 15 7 89 23 24 16 23 24 NA
13 13 15 69 23 178 10 0 77 18 25 39 20 27 0
15 14 13 73 26 163 2 5 69 13 23 38 19 29 0
8 18 16 79 31 164 9 7 77 33 10 36 23 25 0
13 18 12 71 23 154 17 6 81 21 25 35 27 25 0
6 15 12 77 26 153 14 2 76 15 24 38 28 25 NA
12 19 13 35 16 162 9 8 87 16 22 37 21 25 NA
12 19 17 76 12 170 14 1 86 17 25 39 13 31 0
18 16 15 81 32 151 22 3 77 8 22 38 22 28 0
8 20 14 68 26 158 18 6 88 18 25 34 17 29 0
18 21 16 75 13 162 7 1 76 17 18 33 17 24 0
6 19 16 69 28 158 11 1 84 32 18 35 21 28 0
11 16 14 66 27 159 9 3 84 19 24 39 23 28 0
21 19 17 83 16 165 11 3 64 9 13 36 21 30 0
14 18 13 70 27 174 14 3 77 21 22 35 18 25 NA
12 19 16 69 29 158 16 1 76 31 21 37 16 23 NA
10 17 14 73 29 177 12 1 35 16 23 32 11 28 0
17 15 16 31 27 165 20 5 81 28 13 34 11 27 NA
10 16 16 63 15 163 7 7 77 21 10 37 23 27 NA
11 21 15 62 28 151 4 2 81 14 24 40 28 25 0
14 18 15 58 31 172 20 7 67 23 21 35 18 25 NA
10 15 15 67 27 164 14 3 76 18 27 36 19 29 0
14 15 17 62 26 161 10 3 79 29 19 39 21 25 NA
13 17 12 64 27 164 15 1 78 16 23 19 19 27 NA
5 16 16 65 25 172 17 2 67 13 21 37 22 26 NA
17 9 15 77 27 161 8 1 71 15 25 41 23 28 0
15 16 15 63 26 159 11 2 67 14 19 37 23 30 NA
12 14 17 76 30 176 14 6 76 22 25 21 20 28 NA
9 23 14 73 14 162 22 3 67 10 24 38 25 25 NA
12 18 15 78 24 168 15 3 75 18 25 20 28 28 NA
8 17 15 36 13 163 5 2 86 28 25 35 22 25 NA
7 19 16 72 31 163 11 3 75 27 21 39 24 25 0
13 18 16 71 23 154 20 7 69 15 20 37 17 29 0
12 17 15 69 29 152 3 6 90 26 19 41 20 25 0
9 17 14 75 27 161 7 5 81 18 27 38 18 27 0
10 19 15 89 15 165 9 5 85 16 20 36 20 27 0
13 20 16 62 24 174 13 9 78 23 24 33 23 27 0
18 19 15 72 27 156 9 7 82 11 12 38 11 26 0
11 14 15 80 31 166 16 3 85 18 25 21 29 26 0
3 13 14 72 25 171 12 4 42 23 21 36 25 27 0
10 17 14 72 23 157 14 2 68 22 29 39 18 26 0
6 19 14 67 26 159 9 2 84 16 24 35 16 28 0
12 22 16 71 13 163 3 2 79 21 27 34 15 26 0
9 22 13 62 29 177 19 5 92 16 21 33 20 28 0
16 20 15 74 25 160 16 2 80 23 22 33 30 31 0
10 17 13 66 26 168 9 5 79 29 16 19 21 28 NA
14 15 15 75 28 166 20 5 71 17 11 36 14 24 0
7 18 12 72 25 156 9 4 85 17 24 36 9 27 NA
11 18 15 61 24 158 11 5 71 21 27 38 27 28 0
12 17 14 74 27 156 12 3 81 24 25 38 25 27 0
11 8 13 66 33 171 9 6 89 24 21 38 19 25 0
10 19 15 75 15 159 12 3 79 31 25 37 12 29 0
17 20 13 69 25 165 10 3 70 36 20 17 17 26 0
10 15 13 75 28 174 12 7 75 29 17 37 19 24 0
3 18 13 65 29 151 9 4 79 14 23 37 14 28 0
3 15 15 61 21 178 6 2 82 10 21 36 17 27 0
12 16 16 75 27 173 8 6 66 21 23 37 18 25 0
17 18 15 74 29 166 15 3 77 23 19 16 22 27 0
6 8 16 75 29 167 9 3 80 12 18 37 19 24 0
6 17 14 64 27 156 10 6 88 23 26 38 21 28 0
16 22 14 72 24 162 5 5 70 21 21 35 24 26 0
13 9 17 72 26 169 19 4 86 17 23 40 26 24 0
13 18 16 70 33 165 9 1 81 14 25 35 24 30 0
10 19 16 76 27 182 11 6 80 9 18 39 21 27 0
19 24 16 73 34 159 14 5 82 17 21 19 23 28 0
8 23 15 35 27 164 9 2 101 25 21 38 21 25 0
7 7 13 74 29 171 17 3 70 25 19 20 18 23 0
9 20 15 67 26 159 4 5 75 20 20 39 23 25 NA
