"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
7 52 406 149 433 1379 25 17 273 29 34 126 46 758 NA
9 78 432 145 529 1372 19 16 236 30 23 171 55 731 1
9 79 414 150 554 1387 13 39 241 28 34 137 41 782 NA
11 65 346 138 469 1339 16 23 295 27 26 130 37 777 NA
12 77 355 125 486 1430 26 16 235 33 32 142 26 747 NA
14 80 450 137 539 1330 21 22 247 24 32 160 56 817 NA
7 75 361 132 462 1296 18 22 279 26 27 141 62 796 1
9 77 376 125 547 1401 23 24 240 28 33 124 93 771 NA
12 77 371 126 461 1328 10 28 260 35 15 142 75 779 NA
5 58 379 125 426 1388 13 9 220 28 32 69 51 762 1
11 78 424 128 555 1420 7 14 258 31 31 168 60 857 NA
10 71 402 120 537 1480 17 14 245 30 34 136 41 745 0
11 74 398 147 528 1435 9 19 239 19 27 157 88 725 0
11 81 456 128 548 1419 22 19 236 31 39 213 47 794 NA
6 74 407 118 501 1402 17 13 265 30 20 113 81 898 NA
11 73 345 136 484 1364 12 14 241 28 32 122 56 793 0
7 63 449 123 531 1408 19 14 277 36 22 155 45 799 0
14 80 370 134 438 1379 21 21 255 17 22 150 73 712 NA
10 77 408 120 519 1385 16 25 257 26 26 139 67 826 1
11 68 444 108 523 1408 7 13 250 31 35 140 45 742 NA
7 72 361 137 510 1345 13 15 256 27 16 115 55 790 1
9 61 393 141 530 1397 23 17 261 25 26 139 62 772 1
7 82 378 112 504 1368 20 26 282 21 26 126 41 786 1
10 56 419 102 473 1382 10 27 130 34 36 144 63 782 0
7 79 428 124 544 1309 20 28 262 27 31 118 51 856 0
11 73 404 146 489 1369 18 22 257 19 19 148 46 740 0
9 80 393 149 506 1386 17 23 287 29 30 133 76 712 0
13 51 422 148 479 1353 23 21 237 20 32 146 44 799 NA
7 64 340 104 488 1357 13 30 280 28 13 154 74 754 1
14 77 372 119 512 1356 19 24 265 31 43 174 60 714 0
12 73 383 133 548 1395 4 26 263 17 34 64 56 782 0
11 70 432 128 473 1377 13 21 124 17 35 103 58 698 1
7 62 393 116 444 1330 19 23 274 24 38 126 94 847 NA
11 79 414 113 493 1354 21 17 285 26 29 138 40 736 0
8 66 365 107 416 1291 6 20 269 30 36 113 47 852 8
11 73 392 125 493 1374 17 26 253 21 23 124 39 825 0
11 85 369 136 461 1431 13 30 219 21 23 176 61 714 1
12 99 394 132 462 1491 23 21 269 28 31 138 50 714 NA
10 61 439 144 522 1331 18 28 288 22 19 154 30 838 NA
14 63 410 123 562 1435 15 17 252 28 33 83 60 849 1
11 74 393 129 563 1399 17 18 256 18 12 162 62 749 5
9 66 402 114 609 1343 19 24 282 20 26 147 57 746 1
10 74 395 114 514 1360 17 14 229 21 28 96 61 826 0
10 68 349 138 429 1363 18 9 241 25 25 131 45 788 0
6 80 384 119 548 1420 14 17 275 28 30 126 52 834 0
9 71 451 141 514 1455 19 27 276 29 33 132 47 846 0
12 69 362 126 464 1391 10 13 238 24 33 133 73 842 NA
12 64 411 117 481 1374 10 18 269 26 23 147 65 831 NA
7 59 427 120 501 1418 11 16 259 29 26 142 74 749 0
6 55 421 146 548 1403 19 16 267 33 40 76 51 838 NA
5 77 410 115 487 1371 6 13 268 31 40 184 78 788 NA
4 54 374 117 516 1368 5 5 277 27 35 122 40 764 0
14 99 392 134 492 1371 25 9 235 26 24 146 45 748 NA
9 52 490 117 607 1349 22 28 290 32 25 99 58 835 0
4 70 387 128 493 1379 16 19 240 37 28 134 44 840 NA
11 69 363 129 535 1447 23 19 119 25 42 136 47 770 NA
9 57 316 116 479 1368 22 38 268 19 23 150 59 827 NA
5 71 453 146 471 1358 13 15 256 26 18 152 47 726 0
9 55 381 129 478 1328 15 16 260 25 33 149 50 850 NA
12 66 365 143 464 1402 14 17 237 33 26 141 102 790 NA
9 61 443 115 496 1369 18 12 240 33 22 135 61 871 NA
7 89 431 63 447 1364 21 20 249 25 32 163 50 772 NA
8 71 393 125 479 1383 18 23 269 32 13 136 57 869 NA
17 57 378 125 487 1376 17 14 243 28 19 157 63 809 0
8 77 466 128 533 1346 18 18 269 29 25 146 57 729 0
13 82 440 138 580 1343 9 17 264 27 22 133 32 758 0
11 59 400 145 537 1403 15 23 246 32 27 133 49 694 0
8 69 429 146 548 1385 16 22 249 24 18 130 55 762 0
11 54 362 102 488 1394 13 20 268 29 38 121 65 745 3
9 82 409 116 461 1300 16 15 263 24 28 92 56 788 1
9 81 448 114 505 1332 12 19 261 34 29 163 55 773 3
7 64 447 129 491 1352 12 17 252 32 32 147 58 708 0
9 71 397 130 523 1327 9 12 246 28 46 148 81 708 0
8 69 426 114 500 1434 17 23 263 33 31 159 48 768 1
9 72 346 117 444 1473 14 16 284 31 33 98 44 797 1
6 58 375 135 560 1390 19 19 266 24 30 135 51 719 0
7 84 473 126 586 1317 25 15 271 26 21 160 38 747 0
9 59 373 113 545 1371 10 29 128 26 25 201 77 816 NA
8 60 361 118 480 1414 27 27 274 22 26 172 59 743 1
9 73 401 119 494 1279 16 14 236 19 38 143 54 774 NA
12 77 373 135 501 1321 8 12 236 26 32 149 57 789 1
10 59 371 135 485 1366 15 16 259 26 16 133 48 771 3
9 80 404 120 471 1377 15 27 270 32 30 160 62 735 0
7 73 445 140 474 1317 9 16 247 39 39 119 71 755 0
8 65 404 156 482 1242 12 15 275 27 25 118 46 828 1
14 68 448 115 451 1358 18 21 273 23 32 134 47 693 0
9 67 418 136 546 1413 13 11 279 22 33 144 58 821 1
13 95 415 111 553 1410 17 15 229 25 32 153 53 739 1
7 73 355 125 444 1424 18 21 257 19 22 116 53 709 0
9 86 478 134 539 1283 14 16 246 20 43 110 61 875 0
7 77 372 144 451 1339 10 12 255 15 22 148 47 671 0
7 49 384 118 467 1433 15 17 274 25 26 101 25 792 0
15 50 414 112 556 1329 18 20 230 31 32 122 68 816 1
8 84 382 128 469 1401 11 6 275 21 15 132 59 820 1
12 73 438 116 509 1451 9 11 131 18 35 160 53 719 1
14 79 385 69 482 1391 8 33 266 25 33 120 32 778 0
4 80 427 115 511 1430 21 37 251 34 43 152 32 894 0
11 81 355 128 445 1339 17 21 261 26 28 153 66 760 1
10 78 338 108 473 1433 17 17 238 29 26 145 57 746 2
7 71 408 118 471 1420 10 12 233 30 39 135 53 690 NA
