"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 109 0 0 1 NA 9 7 8 7 100 12.11
"2" "kukd" 78 0 0 1 NA 21 7 21 7 100 3.71
"3" "kuku" 296 0 0 1 NA 82 9 82 7 100 3.61
"4" "pkd" 177 0 0 1 NA 43 9 43 7 100 4.12
"5" "pku" 320 0 0 1 NA 100 13 100 13 100 3.2
"6" "pp" 5271 0 0 1 NA 370 21 368 21 100 14.25
"7" "tdkd" 7 0.17 NA 0.86 NA 4 5 2 1 100 1.75
"8" "tdku" 7 0.02 NA 1 NA 2 2 1 1 100 3.5
"9" "tdp" 262 0 0 1 NA 32 9 32 8 100 8.19
"10" "tdtd" 86 0 0 1 NA 6 7 3 4 100 14.33
"11" "tukd" 5 0.77 NA 0.35 NA 7 3 7 3 100 0.71
"12" "tuku" 0 1 NA 0.92 NA 0 0 0 0 100 NA
"13" "tup" 40 0.04 NA 0.98 NA 27 7 26 6 100 1.48
"14" "tutd" 6 0.21 NA 0.92 NA 4 2 4 2 100 1.5
"15" "tutu" 349 0 0 1 NA 150 16 151 15 100 2.33
