"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
11 18 14 106 27 431 4 9 151 30 5 14 3 8 NA
12 15 12 95 26 431 13 6 154 10 3 16 6 9 NA
13 6 12 95 23 449 12 10 172 15 3 7 8 9 NA
11 10 12 99 12 437 10 5 174 27 6 13 12 9 0
13 6 14 108 26 446 11 7 163 13 4 17 8 9 0
16 17 15 92 24 430 13 5 170 21 5 15 12 9 0
10 11 15 109 23 461 15 2 171 23 5 15 10 8 NA
11 19 15 85 22 446 11 6 167 16 2 13 4 9 NA
11 15 13 80 25 430 11 3 158 15 7 17 6 9 0
3 16 14 98 13 440 10 9 162 11 3 7 9 9 0
12 15 15 104 20 447 11 8 165 11 5 15 7 8 0
8 13 13 95 24 444 8 7 177 11 5 15 10 9 0
7 6 11 97 14 425 11 3 160 20 5 15 11 8 NA
14 10 14 95 24 431 13 3 161 17 7 7 7 9 0
16 7 13 99 12 435 13 3 163 9 3 15 7 8 NA
11 15 11 89 13 424 14 8 169 19 6 15 4 9 0
9 6 13 98 29 452 13 4 173 16 7 15 10 9 0
7 16 13 106 25 442 8 4 151 19 5 14 7 9 0
12 16 14 104 27 451 9 10 155 15 3 16 4 9 0
13 9 13 98 25 439 7 3 160 14 3 7 6 8 0
12 13 13 104 26 455 16 8 176 23 5 15 4 8 0
10 7 12 110 25 450 8 7 173 11 5 14 7 9 NA
14 6 12 100 26 441 12 4 159 13 5 7 6 9 0
9 16 14 118 25 455 6 3 166 21 6 13 10 8 0
5 7 14 95 26 433 23 4 190 15 7 15 5 9 0
12 14 12 112 27 441 10 7 167 21 2 15 9 9 0
6 8 13 86 11 432 11 3 147 13 4 15 8 9 0
6 12 13 105 27 443 7 1 178 25 4 15 5 8 NA
15 9 13 108 22 437 7 3 149 18 7 8 7 9 0
8 17 14 104 13 447 13 2 172 12 6 7 8 9 0
11 15 15 87 27 428 9 7 180 21 5 13 4 9 0
7 17 14 108 25 446 6 6 169 19 7 15 7 8 NA
7 15 14 101 12 419 5 5 154 21 3 15 4 9 0
11 15 13 111 26 428 13 2 158 12 5 15 7 9 0
19 15 12 96 23 438 5 4 161 17 5 13 4 9 0
11 15 12 102 29 446 14 2 175 20 5 15 5 9 NA
5 14 13 106 15 432 7 4 151 23 3 17 6 9 0
