"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 186 0 0 1 NA 46 19 42 17 100 4.04
"2" "kukd" 329 0 0 1 NA 162 21 159 20 100 2.03
"3" "kuku" 1477 0 0 1 NA 787 51 788 58 100 1.88
"4" "pkd" 762 0 0 1 NA 352 30 348 33 100 2.16
"5" "pku" 1598 0 0 1 NA 978 77 981 56 100 1.63
"6" "pp" 14731 0 0 1 NA 3418 92 3422 85 100 4.31
"7" "tdkd" 73 0.04 NA 0.96 NA 43 14 42 15 100 1.7
"8" "tdku" 51 0 0 1 NA 25 8 24 9 100 2.04
"9" "tdp" 920 0 0 1 NA 429 29 429 28 100 2.14
"10" "tdtd" 170 0.03 NA 0.97 NA 103 35 98 34 100 1.65
"11" "tukd" 71 0.42 NA 0.62 NA 68 12 68 11 100 1.04
"12" "tuku" 1 0.49 NA 0.85 NA 1 1 0 0 100 1
"13" "tup" 345 0 0 1 NA 283 23 283 23 100 1.22
"14" "tutd" 67 0.55 NA 0.47 NA 67 13 69 12 100 1
"15" "tutu" 2593 0 0 1 NA 1693 75 1690 67 100 1.53
