"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 186 0 0 1 NA 43 18 40 13 100 4.33
"2" "kukd" 329 0 0 1 NA 158 25 158 19 100 2.08
"3" "kuku" 1477 0 0 1 NA 786 47 784 51 100 1.88
"4" "pkd" 762 0 0 1 NA 349 32 350 29 100 2.18
"5" "pku" 1598 0 0 1 NA 982 64 972 61 100 1.63
"6" "pp" 14731 0 0 1 NA 3418 79 3418 70 100 4.31
"7" "tdkd" 73 0.02 NA 0.98 NA 43 14 40 16 100 1.7
"8" "tdku" 51 0 0 1 NA 23 7 23 7 100 2.22
"9" "tdp" 920 0 0 1 NA 419 36 418 24 100 2.2
"10" "tdtd" 170 0.0600000000000001 NA 0.94 NA 102 38 94 40 100 1.67
"11" "tukd" 71 0.38 NA 0.64 NA 67 11 67 10 100 1.06
"12" "tuku" 1 0.52 NA 0.82 NA 1 1 1 1 100 1
"13" "tup" 345 0 0 1 NA 281 34 288 23 100 1.23
"14" "tutd" 67 0.61 NA 0.4 NA 69 14 70 12 100 0.97
"15" "tutu" 2593 0 0 1 NA 1699 73 1698 70 100 1.53
