"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 45 0 0 1 NA 21 8 19 7 100 2.14
"2" "kukd" 100 0 0 1 NA 55 13 56 11 100 1.82
"3" "kuku" 113 0 0 1 NA 66 11 66 10 100 1.71
"4" "pkd" 94 0 0 1 NA 30 9 30 9 100 3.13
"5" "pku" 105 0 0 1 NA 58 12 57 12 100 1.81
"6" "pp" 3363 0 0 1 NA 131 14 130 13 100 25.67
"7" "tdkd" 1 0.31 NA 0.95 NA 0 1 0 0 100 Inf
"8" "tdku" 0 1 NA 0.84 NA 0 0 0 0 100 NA
"9" "tdp" 38 0 0 1 NA 15 5 14 4 100 2.53
"10" "tdtd" 17 0.12 NA 0.91 NA 11 5 11 4 100 1.55
"11" "tukd" 0 1 NA 0.71 NA 0 1 0 0 100 NA
"12" "tuku" 0 1 NA 0.93 NA 0 0 0 0 100 NA
"13" "tup" 39 0 0 1 NA 6 3 6 4 100 6.5
"14" "tutd" 11 0.27 NA 0.82 NA 9 3 8 3 100 1.22
"15" "tutu" 40 0 0 1 NA 23 6 23 7 100 1.74
