"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
45 267 1234 554 1397 5312 53 49 706 208 121 527 143 3107 NA
86 254 1298 522 1655 5445 54 49 715 122 97 520 154 3400 1
68 216 1250 516 1567 5652 62 38 705 186 112 519 88 2967 1
58 241 1165 502 1586 5483 87 39 697 153 116 484 139 3027 NA
82 249 1271 501 1581 5616 102 47 681 185 79 512 140 3185 NA
29 246 1211 518 1632 5335 52 49 697 177 125 489 133 3109 5
13 205 1264 488 1679 5491 68 39 710 196 153 459 148 3170 1
48 241 1205 546 1551 5451 26 33 675 199 112 530 146 3121 NA
34 231 1280 515 1581 5608 72 61 629 237 111 248 98 3145 1
114 255 1319 595 1687 5728 46 54 704 135 88 529 122 3142 1
89 216 1208 483 1442 5308 74 16 666 273 126 448 100 2998 NA
58 240 1209 423 1584 5411 78 34 657 211 132 479 142 3193 NA
36 266 1119 543 1490 5563 44 45 593 147 107 485 152 2967 3
52 251 1270 551 1523 5500 66 23 652 147 130 513 132 3154 5
39 233 1252 516 1497 5413 93 37 716 147 106 492 114 3160 2
68 211 1310 499 1567 5612 61 45 665 262 110 442 119 3179 NA
35 108 1280 476 1639 5486 62 46 728 181 131 606 119 3082 NA
49 239 1233 516 1590 5380 41 47 726 245 105 478 129 3199 2
75 245 1274 554 1500 5550 54 42 686 294 133 545 125 3030 1
38 299 1395 492 1527 5268 60 57 684 186 99 541 143 3207 4
61 240 1193 504 1611 5678 63 35 668 159 125 530 150 3295 6
42 239 1179 536 1618 5368 55 46 741 179 123 554 125 3256 1
42 237 1205 493 1625 5648 88 38 702 256 95 513 108 3109 NA
111 243 1356 489 1657 5462 97 46 688 162 104 474 139 3122 NA
95 224 1266 510 1595 5232 57 33 703 159 129 492 153 3132 3
61 114 1244 485 1510 5360 54 33 650 157 116 467 148 3010 2
63 260 1202 543 1539 5461 83 54 658 147 109 520 150 3215 NA
95 284 1289 555 1555 5487 71 26 713 155 99 525 117 3323 4
68 219 1199 468 1495 5490 99 34 706 196 117 533 107 3315 1
71 244 1217 522 1599 5602 69 53 671 203 111 551 104 3216 5
45 228 1171 476 1565 5301 94 43 667 179 116 526 98 3285 1
85 268 1322 510 1483 5363 49 46 670 227 89 497 130 3132 2
72 281 1351 555 1700 5545 55 42 661 197 108 482 128 3035 NA
49 238 1284 549 1657 5364 86 51 701 193 100 505 144 3129 3
43 245 1267 565 1564 5611 46 33 694 261 139 517 134 3061 1
50 199 1338 533 1574 5455 45 21 705 198 86 470 117 3263 1
66 214 1274 465 1567 5457 79 57 711 153 97 459 115 3208 NA
59 193 1245 525 1576 5355 96 48 706 218 84 512 131 3067 1
127 262 1288 544 1607 5520 62 59 723 196 91 467 159 3216 1
58 280 1189 528 1668 5497 65 19 634 166 114 456 138 3256 1
47 235 1197 507 1691 5489 119 51 676 115 101 470 89 2969 2
58 279 1386 553 1680 5377 72 29 660 288 110 519 147 3119 3
37 237 1293 507 1642 5442 47 39 717 172 105 482 133 3266 NA
67 231 1253 530 1616 5368 60 22 678 150 119 449 114 3122 NA
47 214 1217 541 1620 5586 96 57 729 132 119 484 108 3164 2
61 260 1306 584 1615 5446 61 51 639 283 127 516 114 3133 7
84 252 1292 527 1585 5365 64 25 724 205 134 431 110 3096 NA
65 236 1297 539 1521 5588 43 51 667 256 117 532 107 3187 1
61 232 1213 525 1595 5488 33 29 655 176 132 493 93 3259 1
57 253 1174 582 1545 5452 74 49 715 221 156 550 140 3080 3
50 230 1329 469 1606 5559 87 38 668 199 121 450 143 3098 3
78 246 1328 533 1579 5743 49 41 687 115 99 544 112 3240 NA
54 220 1292 535 1637 5563 79 42 678 227 128 466 105 3193 4
66 204 1172 536 1676 5580 45 27 717 241 97 542 134 3264 NA
71 227 1229 518 1588 5510 44 55 718 135 95 531 122 3348 NA
47 224 1303 569 1655 5519 64 55 700 150 135 493 110 3005 NA
64 214 1218 510 1572 5442 59 31 731 196 98 507 133 3252 1
74 254 1315 549 1652 5567 35 42 655 186 137 451 97 3004 NA
91 251 1142 547 1530 5466 50 52 682 182 134 490 157 3151 NA
57 261 1234 503 1631 5360 50 56 735 155 109 484 102 3272 2
52 224 1281 491 1650 5510 65 18 703 203 109 425 131 3197 NA
43 219 1347 523 1658 5737 56 34 685 191 104 429 107 3185 NA
32 248 1173 509 1555 5414 49 23 682 143 106 497 142 3212 3
87 274 1186 546 1487 5429 59 47 724 347 117 491 113 3182 NA
78 211 1213 513 1615 5425 54 48 695 228 136 530 123 3133 1
52 258 1189 515 1438 5381 79 30 714 187 112 566 151 3269 5
53 226 1336 515 1677 5446 39 29 726 121 105 468 147 3226 1
74 230 1330 498 1549 5345 33 46 724 148 105 506 55 3237 1
117 238 1192 569 1637 5521 83 32 659 214 120 460 156 3016 NA
39 218 1226 519 1584 5244 53 27 677 212 98 480 118 3196 1
80 253 1356 524 1532 5527 58 30 699 108 118 516 99 3040 NA
75 266 1278 588 1523 5578 45 40 681 159 111 526 120 3027 NA
37 175 1219 509 1527 5569 69 33 651 139 103 519 166 3044 3
68 258 1219 525 1573 5370 57 39 713 296 109 462 126 3177 9
43 269 1276 524 1526 5385 46 42 699 160 111 502 128 3017 NA
42 244 1304 478 1587 5550 80 46 756 195 90 539 116 3145 1
61 247 1332 520 1823 5220 61 36 671 152 122 532 149 3126 2
48 247 1200 493 1502 5545 71 32 667 106 116 491 130 3177 3
68 269 1308 578 1557 5470 64 45 697 155 100 537 149 3157 3
85 288 1267 573 1637 5494 43 40 722 179 99 503 145 3034 1
50 259 1225 480 1515 5361 59 42 723 201 62 477 104 3235 3
50 200 1221 518 1520 5587 49 29 733 230 104 559 125 3224 2
44 241 1182 503 1559 5511 53 41 725 152 118 478 118 2979 1
62 270 1171 526 1454 5419 66 43 719 235 124 497 114 3264 1
51 232 1255 428 1625 5216 50 41 692 160 115 488 126 3269 1
52 245 1349 534 1708 5447 73 28 730 200 106 505 111 3111 NA
41 241 1152 490 1386 5484 80 49 692 90 125 512 120 3069 2
68 246 1179 516 1560 5510 76 29 744 256 106 491 114 3240 NA
45 231 1283 486 1572 5450 19 40 707 167 105 528 116 3197 2
81 256 1226 517 1496 5362 50 45 765 168 110 522 106 3381 1
46 274 1197 526 1512 5367 39 40 721 232 97 245 131 3087 NA
