"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"kd" "kd" 48 26 11 14 NA NA
"ku" "kd" 221 11 23 16 NA NA
"ku" "ku" 1196 13 10 16 1 NA
"p" "kd" 479 6 31 22 NA NA
"p" "ku" 1667 6 5 19 NA 1
"p" "p" 5292 3 16 132 4 1
"td" "kd" 57 NA NA NA NA NA
"td" "ku" 45 NA NA NA 1 NA
"td" "p" 653 NA NA 3 17 NA
"td" "td" 180 NA NA NA 8 NA
"tu" "kd" 101 NA NA 3 NA NA
"tu" "p" 513 NA 1 6 NA 1
"tu" "td" 138 NA NA NA NA 2
"tu" "tu" 3125 NA NA 8 4 1
"kd" "kd" 39 2 7 NA NA NA
"ku" "kd" 209 2 25 3 NA NA
"ku" "ku" 1175 9 16 10 1 1
"p" "kd" 473 3 24 36 NA NA
"p" "ku" 1707 6 2 16 NA 3
"p" "p" 5409 6 5 135 2 5
"td" "kd" 57 NA NA NA NA NA
"td" "ku" 30 NA NA NA 2 1
"td" "p" 662 NA NA 3 54 NA
"td" "td" 207 NA NA NA NA 35
"tu" "kd" 104 NA 1 3 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 453 1 NA 3 1 1
"tu" "td" 131 2 NA 1 NA 10
"tu" "tu" 3088 1 NA 14 1 7
"kd" "kd" 34 8 6 NA NA NA
"ku" "kd" 205 5 21 3 1 NA
"ku" "ku" 1134 12 20 7 NA 1
"p" "kd" 430 8 20 27 2 NA
"p" "ku" 1435 4 8 15 1 NA
"p" "p" 5211 5 14 138 5 1
"td" "kd" 42 NA 14 NA 2 NA
"td" "ku" 31 NA NA 1 3 NA
"td" "p" 634 NA 8 3 35 3
"td" "td" 168 NA NA NA 56 15
"tu" "kd" 117 NA 2 4 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 495 NA NA 2 2 NA
"tu" "td" 138 NA NA 1 NA 9
"tu" "tu" 3110 NA 2 11 5 3
"kd" "kd" 50 1 9 NA NA NA
"ku" "kd" 186 4 30 3 NA NA
"ku" "ku" 1135 11 9 11 NA 3
"p" "kd" 449 1 10 10 NA NA
"p" "ku" 1607 3 4 17 1 1
"p" "p" 5380 14 1 115 4 3
"td" "kd" 48 NA NA 1 3 NA
"td" "ku" 26 NA NA NA 1 NA
"td" "p" 660 NA NA 4 19 1
"td" "td" 97 NA NA NA 33 65
"tu" "kd" 92 NA 1 NA NA NA
"tu" "p" 514 NA NA 7 NA 2
"tu" "td" 129 NA NA NA NA 8
"tu" "tu" 3076 NA NA 8 3 6
"kd" "kd" 29 15 36 NA NA NA
"ku" "kd" 206 1 19 8 NA NA
