"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 51 16 48 15 100 3.94
"2" "kukd" 365 0 0 1 NA 182 26 183 21 100 2.01
"3" "kuku" 1646 0 0 1 NA 907 49 907 43 100 1.81
"4" "pkd" 826 0 0 1 NA 396 45 394 27 100 2.09
"5" "pku" 1786 0 0 1 NA 1120 57 1119 52 100 1.59
"6" "pp" 15595 0 0 1 NA 3903 102 3916 102 100 4
"7" "tdkd" 76 0.08 NA 0.94 NA 50 15 47 13 100 1.52
"8" "tdku" 56 0 0 1 NA 27 9 26 9 100 2.07
"9" "tdp" 995 0 0 1 NA 493 34 490 31 100 2.02
"10" "tdtd" 186 0.03 NA 0.97 NA 119 39 112 32 100 1.56
"11" "tukd" 86 0.37 NA 0.67 NA 81 13 82 11 100 1.06
"12" "tuku" 1 0.55 NA 0.82 NA 1 1 1 1 100 1
"13" "tup" 411 0 0 1 NA 334 33 333 26 100 1.23
"14" "tutd" 82 0.55 NA 0.47 NA 83 14 83 12 100 0.99
"15" "tutu" 3014 0 0 1 NA 2030 73 2037 74 100 1.48
