"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 53 19 48 15 100 3.79
"2" "kukd" 368 0 0 1 NA 195 32 196 24 100 1.89
"3" "kuku" 1717 0 0 1 NA 954 53 954 51 100 1.8
"4" "pkd" 845 0 0 1 NA 415 29 416 25 100 2.04
"5" "pku" 1853 0 0 1 NA 1197 71 1196 73 100 1.55
"6" "pp" 15943 0 0 1 NA 4142 77 4144 73 100 3.85
"7" "tdkd" 78 0.02 NA 0.99 NA 48 14 47 15 100 1.62
"8" "tdku" 57 0 0 1 NA 30 8 30 7 100 1.9
"9" "tdp" 1021 0 0 1 NA 527 32 528 28 100 1.94
"10" "tdtd" 200 0.07 NA 0.93 NA 137 38 135 37 100 1.46
"11" "tukd" 88 0.42 NA 0.6 NA 85 13 86 12 100 1.04
"12" "tuku" 1 0.59 NA 0.76 NA 1 1 1 1 100 1
"13" "tup" 430 0.01 NA 0.99 NA 354 36 354 25 100 1.21
"14" "tutd" 91 0.42 NA 0.63 NA 88 13 88 10 100 1.03
"15" "tutu" 3201 0 0 1 NA 2180 78 2170 71 100 1.47
