"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
"1" 24 154 650 296 786 2803 25 21 376 82 47 NA 247 52 1216
"2" 30 109 550 272 754 2665 46 16 336 53 47 1 206 26 1174
"3" 19 157 590 251 736 2631 46 15 306 44 65 1 243 55 1212
"4" 26 106 674 270 775 2563 26 21 326 86 47 1 210 32 1268
"5" 22 136 635 246 793 2800 43 20 307 51 53 NA 216 55 1175
"6" 12 106 605 251 724 2605 40 24 350 41 42 3 199 65 1260
"7" 32 116 648 278 788 2537 25 13 299 42 52 NA 204 47 1313
"8" 25 93 593 261 779 2622 36 16 319 77 61 1 181 50 1248
"9" 65 160 559 303 756 2644 60 11 331 59 51 NA 227 41 1195
"10" 36 54 627 230 748 2570 28 18 352 61 43 NA 197 36 1258
"11" 25 130 675 267 761 2616 24 21 340 44 39 1 203 59 1269
"12" 62 184 619 289 712 2609 27 22 301 70 55 2 198 48 1126
"13" 64 147 581 285 661 2678 39 18 270 145 57 1 179 48 1091
"14" 42 127 630 274 732 2740 21 17 334 48 40 NA 202 57 1229
"15" 60 137 629 267 806 2539 43 13 328 95 42 2 212 71 1177
"16" 16 124 649 270 822 2639 18 6 273 66 58 3 197 60 1176
"17" 21 132 562 259 742 2614 40 17 313 96 40 NA 221 32 1174
"18" 33 147 654 265 657 2547 25 22 315 81 48 2 226 65 1377
"19" 36 125 576 278 773 2567 26 14 339 79 52 1 223 26 1155
"20" 41 129 573 292 713 2612 27 14 272 59 57 3 209 57 1286
"21" 26 121 595 275 691 2591 30 17 264 45 52 2 227 48 1275
"22" 22 121 594 305 735 2667 17 22 340 53 54 NA 239 44 1238
"23" 77 134 627 260 758 2705 18 7 308 14 53 NA 195 48 1158
"24" 35 141 621 292 743 2684 51 15 291 61 57 1 202 53 1272
"25" 28 125 592 299 805 2623 49 20 365 109 44 NA 249 40 1239
"26" 16 107 617 280 700 2654 30 19 327 58 43 2 225 48 1260
"27" 52 156 582 263 672 2537 45 23 283 97 49 3 205 36 1214
"28" 45 138 613 251 647 2600 56 13 311 100 47 NA 198 42 1338
"29" 36 129 648 310 819 2565 47 19 317 63 49 NA 187 48 1145
"30" 42 151 600 280 748 2680 30 14 345 114 46 NA 225 43 1222
"31" 43 101 551 301 789 2597 15 12 312 62 44 NA 223 54 1275
"32" 33 138 639 275 755 2635 13 13 379 80 55 1 190 66 1264
"33" 32 121 648 275 729 2717 33 22 293 78 49 NA 199 67 1287
"34" 55 113 579 269 402 2635 45 17 319 79 57 NA 216 56 1246
"35" 60 128 544 263 705 2638 23 12 287 72 40 1 228 30 1229
"36" 30 140 625 249 891 2719 20 26 291 63 52 NA 127 60 1264
"37" 36 117 650 255 839 2587 77 13 325 44 43 NA 210 37 1165
"38" 76 140 607 293 747 2657 21 16 324 92 41 1 184 49 1370
"39" 27 155 605 310 807 2709 36 18 295 72 60 1 223 34 1273
"40" 32 131 579 280 671 2661 48 9 299 74 42 NA 227 47 1305
"41" 42 81 650 279 874 2589 31 9 273 103 64 1 199 32 1263
"42" 29 151 626 306 863 2753 24 17 303 83 50 NA 217 56 1197
"43" 26 113 624 283 846 2575 20 17 274 38 54 NA 219 54 1135
