"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 180 0 0 1 NA 36 16 34 15 2000 5
"2" "kukd" 266 0 0 1 NA 127 20 128 18 2000 2.09
"3" "kuku" 1216 0 0 1 NA 610 40 609 42 2000 1.99
"4" "pkd" 653 0 0 1 NA 274 26 275 22 2000 2.38
"5" "pku" 1320 0 0 1 NA 753 59 754 50 2000 1.75
"6" "pp" 13269 0 0 1 NA 2630 71 2628 71 2000 5.05
"7" "tdkd" 61 0.037 NA 0.966 NA 33 13 31 12 2000 1.85
"8" "tdku" 38 0.000499999999999945 0.00749999999999917 0.9995 NA 17 6 17 6 2000 2.24
"9" "tdp" 766 0 0 1 NA 310 25 308 24 2000 2.47
"10" "tdtd" 157 0.013 NA 0.9875 NA 73 29 68 28 2000 2.15
"11" "tukd" 53 0.466 NA 0.573 NA 52 10 52 9 2000 1.02
"12" "tuku" 0 1 NA 0.5885 NA 1 1 0 0 2000 0
"13" "tup" 266 0.00800000000000001 NA 0.9925 NA 209 24 210 19 2000 1.27
"14" "tutd" 52 0.3935 NA 0.642 NA 49 10 49 9 2000 1.06
"15" "tutu" 2005 0 0 1 NA 1235 58 1234 58 2000 1.62
