"group" "motif_type" "counts" "total_count"
"1" "others" 2 46
"1" "others" 3 18
"1" "others" 4 8
"1" "others" 5 3
"1" "others" 6 3
"1" "others" 7 1
"1" "others" 9 3
"1" "others" 11 1
"1" "others" 20 1
"1" "others" 48 1
"1" "protein_complexes" 2 430
"1" "protein_complexes" 3 81
"1" "protein_complexes" 4 26
"1" "protein_complexes" 5 11
"1" "protein_complexes" 6 2
"1" "protein_complexes" 7 1
"1" "protein_complexes" 8 1
"1" "protein_complexes" 9 2
"1" "regulatory_triplets" 2 177
"1" "regulatory_triplets" 3 28
"1" "regulatory_triplets" 4 10
"1" "regulatory_triplets" 5 5
"1" "regulatory_triplets" 6 1
"1" "regulatory_triplets" 9 1
"1" "regulatory_triplets" 10 1
"1" "regulatory_triplets" 12 1
"1" "signaling_triplets" 2 201
"1" "signaling_triplets" 3 43
"1" "signaling_triplets" 4 15
"1" "signaling_triplets" 5 5
"1" "signaling_triplets" 6 2
"1" "signaling_triplets" 7 1
"1" "signaling_triplets" 8 2
"1" "signaling_triplets" 12 1
"2" "others" 2 72
"2" "others" 3 18
"2" "others" 4 7
"2" "others" 5 3
"2" "others" 6 4
"2" "others" 8 2
"2" "others" 9 2
"2" "others" 10 4
"2" "others" 12 1
"2" "others" 13 2
"2" "others" 15 1
"2" "others" 17 1
"2" "others" 20 1
"2" "others" 23 1
"2" "others" 31 1
"2" "others" 34 1
"2" "others" 50 1
"2" "protein_complexes" 2 404
"2" "protein_complexes" 3 82
"2" "protein_complexes" 4 20
"2" "protein_complexes" 5 6
"2" "protein_complexes" 6 2
"2" "protein_complexes" 7 2
"2" "protein_complexes" 10 1
"2" "protein_complexes" 11 1
"2" "protein_complexes" 12 1
"2" "protein_complexes" 16 1
"2" "regulatory_triplets" 2 165
"2" "regulatory_triplets" 3 35
"2" "regulatory_triplets" 4 6
"2" "signaling_triplets" 2 237
"2" "signaling_triplets" 3 48
"2" "signaling_triplets" 4 7
"2" "signaling_triplets" 5 6
"2" "signaling_triplets" 6 2
"2" "signaling_triplets" 10 1
"2" "signaling_triplets" 15 1
"2" "signaling_triplets" 19 1
"3" "others" 2 51
"3" "others" 3 19
"3" "others" 4 13
"3" "others" 5 6
"3" "others" 6 8
"3" "others" 7 2
"3" "others" 10 3
"3" "others" 11 1
"3" "others" 12 2
"3" "others" 17 1
"3" "others" 18 1
"3" "others" 32 1
"3" "protein_complexes" 2 415
"3" "protein_complexes" 3 64
"3" "protein_complexes" 4 30
"3" "protein_complexes" 5 10
"3" "protein_complexes" 6 5
"3" "protein_complexes" 7 1
"3" "regulatory_triplets" 2 163
"3" "regulatory_triplets" 3 23
"3" "regulatory_triplets" 4 5
"3" "regulatory_triplets" 5 3
"3" "regulatory_triplets" 9 1
"3" "signaling_triplets" 2 227
"3" "signaling_triplets" 3 43
"3" "signaling_triplets" 4 11
"3" "signaling_triplets" 5 7
"3" "signaling_triplets" 6 1
"3" "signaling_triplets" 7 2
"3" "signaling_triplets" 8 1
"3" "signaling_triplets" 11 1
"3" "signaling_triplets" 18 1
"4" "others" 2 58
"4" "others" 3 14
"4" "others" 4 10
"4" "others" 5 8
"4" "others" 6 1
"4" "others" 7 4
"4" "others" 9 1
"4" "others" 10 1
"4" "others" 13 1
