"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 135 0 0 1 NA 14 8 14 7 100 9.64
"2" "kukd" 126 0 0 1 NA 39 10 40 10 100 3.23
"3" "kuku" 489 0 0 1 NA 166 19 168 21 100 2.95
"4" "pkd" 291 0 0 1 NA 86 12 84 12 100 3.38
"5" "pku" 530 0 0 1 NA 204 22 206 20 100 2.6
"6" "pp" 7762 0 0 1 NA 754 34 748 34 100 10.29
"7" "tdkd" 11 0.18 NA 0.85 NA 7 4 6 4 100 1.57
"8" "tdku" 13 0 0 1 NA 3 2 3 2 100 4.33
"9" "tdp" 450 0 0 1 NA 70 11 70 11 100 6.43
"10" "tdtd" 98 0 0 1 NA 12 11 10 10 100 8.17
"11" "tukd" 15 0.48 NA 0.64 NA 14 5 13 4 100 1.07
"12" "tuku" 0 1 NA 0.87 NA 0 0 0 0 100 NA
"13" "tup" 75 0 0 1 NA 52 10 53 9 100 1.44
"14" "tutd" 13 0.1 NA 0.92 NA 9 3 9 3 100 1.44
"15" "tutu" 636 0 0 1 NA 302 20 302 19 100 2.11
