"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 33 0.02 NA 0.98 NA 24 4 24 5 50 1.38
"2" "kukd" 305 0 0 1 NA 201 24 204 20 50 1.52
"3" "kuku" 1719 0 0 1 NA 1152 57 1158 35 50 1.49
"4" "pkd" 538 0 0 1 NA 416 24 416 28 50 1.29
"5" "pku" 2067 0 0 1 NA 1530 135 1552 107 50 1.35
"6" "pp" 6202 0 0 1 NA 4786 99 4766 99 50 1.3
"7" "tdkd" 35 0.32 NA 0.74 NA 31 7 31 6 50 1.13
"8" "tdku" 52 0.08 NA 0.94 NA 38 10 39 13 50 1.37
"9" "tdp" 545 0.22 NA 0.78 NA 525 24 526 25 50 1.04
"10" "tdtd" 44 0.56 NA 0.46 NA 45 7 45 8 50 0.98
"11" "tukd" 102 0.52 NA 0.54 NA 102 12 102 10 50 1
"12" "tuku" 1 0.64 NA 0.7 NA 1 1 1 1 50 1
"13" "tup" 541 0.12 NA 0.88 NA 492 38 490 39 50 1.1
"14" "tutd" 114 0.7 NA 0.4 NA 121 19 118 19 50 0.94
"15" "tutu" 4146 0 0 1 NA 3040 101 3044 110 50 1.36
