"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 136 0 0 1 NA 19 11 16 7 100 7.16
"2" "kukd" 159 0 0 1 NA 55 12 54 10 100 2.89
"3" "kuku" 677 0 0 1 NA 244 21 244 23 100 2.77
"4" "pkd" 345 0 0 1 NA 118 17 117 14 100 2.92
"5" "pku" 742 0 0 1 NA 300 33 305 25 100 2.47
"6" "pp" 9190 0 0 1 NA 1103 47 1102 44 100 8.33
"7" "tdkd" 27 0.08 NA 0.93 NA 13 9 12 8 100 2.08
"8" "tdku" 23 0 0 1 NA 6 3 6 1 100 3.83
"9" "tdp" 538 0 0 1 NA 115 14 115 13 100 4.68
"10" "tdtd" 100 0 0 1 NA 18 15 15 10 100 5.56
"11" "tukd" 23 0.34 NA 0.75 NA 21 6 20 4 100 1.1
"12" "tuku" 0 1 NA 0.76 NA 0 1 0 0 100 NA
"13" "tup" 107 0.02 NA 0.98 NA 80 13 81 10 100 1.34
"14" "tutd" 22 0.12 NA 0.91 NA 16 5 16 6 100 1.38
"15" "tutu" 915 0 0 1 NA 460 31 465 34 100 1.99
