"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 209 0 0 1 NA 54 17 52 17 100 3.87
"2" "kukd" 414 0 0 1 NA 213 28 212 24 100 1.94
"3" "kuku" 1935 0 0 1 NA 1107 55 1100 60 100 1.75
"4" "pkd" 924 0 0 1 NA 463 38 466 29 100 2
"5" "pku" 2103 0 0 1 NA 1394 104 1385 76 100 1.51
"6" "pp" 17027 0 0 1 NA 4819 118 4822 123 100 3.53
"7" "tdkd" 84 0.15 NA 0.88 NA 62 19 58 17 100 1.35
"8" "tdku" 70 0 0 1 NA 35 10 36 10 100 2
"9" "tdp" 1111 0 0 1 NA 619 36 630 36 100 1.79
"10" "tdtd" 223 0.11 NA 0.9 NA 167 43 166 48 100 1.34
"11" "tukd" 102 0.38 NA 0.7 NA 97 13 96 13 100 1.05
"12" "tuku" 1 0.71 NA 0.68 NA 1 1 1 1 100 1
"13" "tup" 521 0 0 1 NA 426 37 428 29 100 1.22
"14" "tutd" 110 0.49 NA 0.56 NA 109 18 109 16 100 1.01
"15" "tutu" 3800 0 0 1 NA 2674 107 2680 106 100 1.42
