"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 185 0 0 1 NA 39 16 38 16 100 4.74
"2" "kukd" 287 0 0 1 NA 144 21 145 19 100 1.99
"3" "kuku" 1305 0 0 1 NA 670 37 664 30 100 1.95
"4" "pkd" 691 0 0 1 NA 305 25 305 25 100 2.27
"5" "pku" 1416 0 0 1 NA 827 81 834 50 100 1.71
"6" "pp" 13875 0 0 1 NA 2914 74 2904 69 100 4.76
"7" "tdkd" 64 0.03 NA 0.98 NA 37 12 36 14 100 1.73
"8" "tdku" 43 0 0 1 NA 20 6 21 6 100 2.15
"9" "tdp" 818 0 0 1 NA 356 28 355 30 100 2.3
"10" "tdtd" 164 0.05 NA 0.95 NA 88 34 83 33 100 1.86
"11" "tukd" 58 0.5 NA 0.54 NA 58 11 58 10 100 1
"12" "tuku" 1 0.49 NA 0.8 NA 1 1 0 0 100 1
"13" "tup" 291 0 0 1 NA 225 29 229 21 100 1.29
"14" "tutd" 55 0.63 NA 0.41 NA 57 10 58 10 100 0.96
"15" "tutu" 2209 0 0 1 NA 1394 58 1394 59 100 1.58
