"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 33 0.02 NA 1 NA 24 5 24 4 50 1.38
"2" "kukd" 305 0 0 1 NA 204 17 205 16 50 1.5
"3" "kuku" 1719 0 0 1 NA 1135 51 1130 47 50 1.51
"4" "pkd" 538 0 0 1 NA 409 22 410 24 50 1.32
"5" "pku" 2067 0 0 1 NA 1518 79 1522 70 50 1.36
"6" "pp" 6202 0 0 1 NA 4736 92 4738 100 50 1.31
"7" "tdkd" 35 0.38 NA 0.68 NA 32 6 32 7 50 1.09
"8" "tdku" 52 0.04 NA 0.96 NA 35 10 36 8 50 1.49
"9" "tdp" 545 0.24 NA 0.76 NA 528 20 530 20 50 1.03
"10" "tdtd" 44 0.76 NA 0.34 NA 47 6 46 6 50 0.94
"11" "tukd" 102 0.52 NA 0.52 NA 103 11 102 10 50 0.99
"12" "tuku" 1 0.8 NA 0.6 NA 2 2 1 1 50 0.5
"13" "tup" 541 0.14 NA 0.88 NA 481 70 492 36 50 1.12
"14" "tutd" 114 0.66 NA 0.34 NA 121 17 120 19 50 0.94
"15" "tutu" 4146 0 0 1 NA 3043 107 3040 109 50 1.36
