"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 180 0 0 1 NA 34 15 32 13 100 5.29
"2" "kukd" 250 0 0 1 NA 118 17 119 16 100 2.12
"3" "kuku" 1096 0 0 1 NA 539 35 539 31 100 2.03
"4" "pkd" 604 0 0 1 NA 250 25 252 23 100 2.42
"5" "pku" 1185 0 0 1 NA 665 54 668 47 100 1.78
"6" "pp" 12534 0 0 1 NA 2346 68 2342 62 100 5.34
"7" "tdkd" 44 0.12 NA 0.89 NA 28 15 24 10 100 1.57
"8" "tdku" 35 0 0 1 NA 15 6 15 7 100 2.33
"9" "tdp" 703 0 0 1 NA 270 27 266 23 100 2.6
"10" "tdtd" 142 0 0 1 NA 60 24 56 22 100 2.37
"11" "tukd" 49 0.35 NA 0.7 NA 46 8 46 7 100 1.07
"12" "tuku" 0 1 NA 0.61 NA 1 1 0 0 100 0
"13" "tup" 235 0.01 NA 0.99 NA 188 20 190 16 100 1.25
"14" "tutd" 48 0.21 NA 0.8 NA 41 9 41 7 100 1.17
"15" "tutu" 1805 0 0 1 NA 1076 51 1074 51 100 1.68
