"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 136 0 0 1 NA 19 10 18 11 100 7.16
"2" "kukd" 159 0 0 1 NA 56 13 58 12 100 2.84
"3" "kuku" 677 0 0 1 NA 241 22 241 21 100 2.81
"4" "pkd" 345 0 0 1 NA 120 14 118 16 100 2.88
"5" "pku" 742 0 0 1 NA 299 43 304 28 100 2.48
"6" "pp" 9190 0 0 1 NA 1109 40 1106 39 100 8.29
"7" "tdkd" 27 0.08 NA 0.93 NA 13 10 10 6 100 2.08
"8" "tdku" 23 0 0 1 NA 6 3 5 3 100 3.83
"9" "tdp" 538 0 0 1 NA 116 13 115 13 100 4.64
"10" "tdtd" 100 0 0 1 NA 19 12 18 12 100 5.26
"11" "tukd" 23 0.38 NA 0.67 NA 21 6 20 6 100 1.1
"12" "tuku" 0 1 NA 0.83 NA 0 0 0 0 100 NA
"13" "tup" 107 0 0 1 NA 77 12 77 13 100 1.39
"14" "tutd" 22 0.13 NA 0.9 NA 16 5 16 4 100 1.38
"15" "tutu" 915 0 0 1 NA 456 27 458 28 100 2.01
