"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 209 0 0 1 NA 54 18 52 19 100 3.87
"2" "kukd" 421 0 0 1 NA 226 28 230 27 100 1.86
"3" "kuku" 1995 0 0 1 NA 1158 58 1154 62 100 1.72
"4" "pkd" 944 0 0 1 NA 479 36 480 30 100 1.97
"5" "pku" 2181 0 0 1 NA 1443 106 1450 76 100 1.51
"6" "pp" 17339 0 0 1 NA 5043 100 5034 87 100 3.44
"7" "tdkd" 84 0.12 NA 0.89 NA 63 16 62 13 100 1.33
"8" "tdku" 71 0 0 1 NA 36 9 35 9 100 1.97
"9" "tdp" 1154 0 0 1 NA 654 38 652 41 100 1.76
"10" "tdtd" 225 0.13 NA 0.87 NA 174 48 171 48 100 1.29
"11" "tukd" 103 0.5 NA 0.55 NA 101 15 102 14 100 1.02
"12" "tuku" 1 0.65 NA 0.68 NA 1 2 1 1 100 1
"13" "tup" 547 0.01 NA 0.99 NA 458 36 456 40 100 1.19
"14" "tutd" 114 0.5 NA 0.51 NA 115 19 114 17 100 0.99
"15" "tutu" 3978 0 0 1 NA 2842 100 2836 96 100 1.4
