"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 33 0.04 NA 0.96 NA 24 5 24 3 50 1.38
"2" "kukd" 305 0 0 1 NA 195 22 195 19 50 1.56
"3" "kuku" 1719 0 0 1 NA 1146 64 1146 73 50 1.5
"4" "pkd" 538 0 0 1 NA 403 35 405 19 50 1.33
"5" "pku" 2067 0 0 1 NA 1542 90 1564 64 50 1.34
"6" "pp" 6202 0 0 1 NA 4771 107 4787 99 50 1.3
"7" "tdkd" 35 0.4 NA 0.64 NA 33 7 34 8 50 1.06
"8" "tdku" 52 0.08 NA 0.94 NA 38 9 37 9 50 1.37
"9" "tdp" 545 0.18 NA 0.82 NA 522 23 520 24 50 1.04
"10" "tdtd" 44 0.68 NA 0.36 NA 47 6 46 6 50 0.94
"11" "tukd" 102 0.56 NA 0.48 NA 103 14 103 14 50 0.99
"12" "tuku" 1 0.7 NA 0.68 NA 1 2 1 1 50 1
"13" "tup" 541 0.02 NA 0.98 NA 481 42 484 30 50 1.12
"14" "tutd" 114 0.7 NA 0.3 NA 118 17 120 16 50 0.97
"15" "tutu" 4146 0 0 1 NA 3036 97 3045 92 50 1.37
