"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 63 18 62 17 100 3.4
"2" "kukd" 438 0 0 1 NA 245 25 244 22 100 1.79
"3" "kuku" 2103 0 0 1 NA 1259 64 1265 53 100 1.67
"4" "pkd" 981 0 0 1 NA 520 33 521 33 100 1.89
"5" "pku" 2297 0 0 1 NA 1584 87 1582 87 100 1.45
"6" "pp" 18008 0 0 1 NA 5472 113 5480 101 100 3.29
"7" "tdkd" 88 0.11 NA 0.89 NA 65 17 64 14 100 1.35
"8" "tdku" 76 0 0 1 NA 39 8 40 7 100 1.95
"9" "tdp" 1205 0 0 1 NA 693 36 690 39 100 1.74
"10" "tdtd" 231 0.18 NA 0.82 NA 190 52 184 41 100 1.22
"11" "tukd" 111 0.44 NA 0.56 NA 110 16 108 15 100 1.01
"12" "tuku" 1 0.74 NA 0.57 NA 2 2 1 1 100 0.5
"13" "tup" 583 0 0 1 NA 486 47 494 37 100 1.2
"14" "tutd" 123 0.59 NA 0.42 NA 126 21 127 21 100 0.98
"15" "tutu" 4391 0 0 1 NA 3150 112 3148 104 100 1.39
