"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 48 18 46 19 100 4.19
"2" "kukd" 365 0 0 1 NA 179 29 184 20 100 2.04
"3" "kuku" 1646 0 0 1 NA 893 48 892 45 100 1.84
"4" "pkd" 826 0 0 1 NA 395 27 392 27 100 2.09
"5" "pku" 1786 0 0 1 NA 1122 60 1123 56 100 1.59
"6" "pp" 15595 0 0 1 NA 3902 87 3897 90 100 4
"7" "tdkd" 76 0.08 NA 0.92 NA 51 17 50 13 100 1.49
"8" "tdku" 56 0 0 1 NA 28 9 28 7 100 2
"9" "tdp" 995 0 0 1 NA 495 31 494 34 100 2.01
"10" "tdtd" 186 0.04 NA 0.96 NA 126 36 128 34 100 1.48
"11" "tukd" 86 0.3 NA 0.72 NA 80 12 81 10 100 1.07
"12" "tuku" 1 0.48 NA 0.77 NA 1 2 0 0 100 1
"13" "tup" 411 0 0 1 NA 334 31 336 27 100 1.23
"14" "tutd" 82 0.55 NA 0.47 NA 82 15 84 13 100 1
"15" "tutu" 3014 0 0 1 NA 2037 85 2034 90 100 1.48
