"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 62 19 60 17 100 3.45
"2" "kukd" 438 0 0 1 NA 240 26 244 22 100 1.82
"3" "kuku" 2103 0 0 1 NA 1252 64 1250 69 100 1.68
"4" "pkd" 981 0 0 1 NA 522 39 523 33 100 1.88
"5" "pku" 2297 0 0 1 NA 1571 81 1560 85 100 1.46
"6" "pp" 18008 0 0 1 NA 5464 117 5460 132 100 3.3
"7" "tdkd" 88 0.1 NA 0.9 NA 65 18 62 16 100 1.35
"8" "tdku" 76 0 0 1 NA 41 9 40 10 100 1.85
"9" "tdp" 1205 0 0 1 NA 697 39 697 37 100 1.73
"10" "tdtd" 231 0.11 NA 0.89 NA 171 45 167 45 100 1.35
"11" "tukd" 111 0.39 NA 0.63 NA 108 16 106 13 100 1.03
"12" "tuku" 1 0.67 NA 0.74 NA 1 2 1 1 100 1
"13" "tup" 583 0 0 1 NA 487 53 492 38 100 1.2
"14" "tutd" 123 0.68 NA 0.34 NA 128 21 132 18 100 0.96
"15" "tutu" 4391 0 0 1 NA 3171 96 3175 99 100 1.38
