"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 50 18 50 19 100 4.02
"2" "kukd" 368 0 0 1 NA 192 24 193 21 100 1.92
"3" "kuku" 1717 0 0 1 NA 957 53 956 48 100 1.79
"4" "pkd" 845 0 0 1 NA 408 36 410 30 100 2.07
"5" "pku" 1853 0 0 1 NA 1188 70 1186 73 100 1.56
"6" "pp" 15943 0 0 1 NA 4142 91 4142 93 100 3.85
"7" "tdkd" 78 0.04 NA 0.96 NA 50 16 48 12 100 1.56
"8" "tdku" 57 0 0 1 NA 30 9 30 9 100 1.9
"9" "tdp" 1021 0 0 1 NA 526 34 527 34 100 1.94
"10" "tdtd" 200 0.05 NA 0.95 NA 136 38 128 42 100 1.47
"11" "tukd" 88 0.45 NA 0.56 NA 85 13 85 15 100 1.04
"12" "tuku" 1 0.59 NA 0.67 NA 1 2 1 1 100 1
"13" "tup" 430 0 0 1 NA 356 38 360 30 100 1.21
"14" "tutd" 91 0.48 NA 0.56 NA 91 14 90 15 100 1
"15" "tutu" 3201 0 0 1 NA 2187 80 2186 85 100 1.46
