"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 135 0 0 1 NA 14 10 12 8 100 9.64
"2" "kukd" 126 0 0 1 NA 39 9 39 9 100 3.23
"3" "kuku" 489 0 0 1 NA 162 16 162 14 100 3.02
"4" "pkd" 291 0 0 1 NA 82 13 80 10 100 3.55
"5" "pku" 530 0 0 1 NA 199 27 204 16 100 2.66
"6" "pp" 7762 0 0 1 NA 753 33 754 35 100 10.31
"7" "tdkd" 11 0.24 NA 0.79 NA 7 6 6 4 100 1.57
"8" "tdku" 13 0.02 NA 0.98 NA 4 3 3 3 100 3.25
"9" "tdp" 450 0 0 1 NA 69 11 68 10 100 6.52
"10" "tdtd" 98 0 0 1 NA 11 10 7 6 100 8.91
"11" "tukd" 15 0.45 NA 0.68 NA 14 4 14 4 100 1.07
"12" "tuku" 0 1 NA 0.8 NA 0 0 0 0 100 NA
"13" "tup" 75 0 0 1 NA 51 11 51 9 100 1.47
"14" "tutd" 13 0.18 NA 0.86 NA 9 4 9 3 100 1.44
"15" "tutu" 636 0 0 1 NA 303 20 301 18 100 2.1
