"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 51 19 46 18 100 3.94
"2" "kukd" 368 0 0 1 NA 190 24 191 22 100 1.94
"3" "kuku" 1717 0 0 1 NA 952 53 954 43 100 1.8
"4" "pkd" 845 0 0 1 NA 412 27 411 25 100 2.05
"5" "pku" 1853 0 0 1 NA 1188 66 1193 64 100 1.56
"6" "pp" 15943 0 0 1 NA 4135 90 4134 93 100 3.86
"7" "tdkd" 78 0.0600000000000001 NA 0.94 NA 50 16 49 13 100 1.56
"8" "tdku" 57 0 0 1 NA 30 8 30 8 100 1.9
"9" "tdp" 1021 0 0 1 NA 529 31 526 34 100 1.93
"10" "tdtd" 200 0.04 NA 0.96 NA 126 38 118 35 100 1.59
"11" "tukd" 88 0.32 NA 0.72 NA 83 11 82 9 100 1.06
"12" "tuku" 1 0.56 NA 0.73 NA 1 2 1 1 100 1
"13" "tup" 430 0 0 1 NA 352 39 356 28 100 1.22
"14" "tutd" 91 0.58 NA 0.45 NA 93 16 92 14 100 0.98
"15" "tutu" 3201 0 0 1 NA 2189 99 2186 103 100 1.46
