"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 204 0 0 1 NA 52 16 51 13 100 3.92
"2" "kukd" 399 0 0 1 NA 212 22 211 23 100 1.88
"3" "kuku" 1873 0 0 1 NA 1050 56 1046 55 100 1.78
"4" "pkd" 901 0 0 1 NA 450 31 448 29 100 2
"5" "pku" 2031 0 0 1 NA 1329 79 1330 75 100 1.53
"6" "pp" 16685 0 0 1 NA 4609 110 4620 114 100 3.62
"7" "tdkd" 82 0.09 NA 0.91 NA 58 16 56 16 100 1.41
"8" "tdku" 65 0 0 1 NA 33 9 34 7 100 1.97
"9" "tdp" 1082 0 0 1 NA 588 36 588 39 100 1.84
"10" "tdtd" 221 0.04 NA 0.96 NA 156 37 156 39 100 1.42
"11" "tukd" 99 0.36 NA 0.67 NA 94 13 94 13 100 1.05
"12" "tuku" 1 0.68 NA 0.67 NA 2 2 1 1 100 0.5
"13" "tup" 497 0 0 1 NA 404 34 406 34 100 1.23
"14" "tutd" 102 0.55 NA 0.48 NA 104 18 103 19 100 0.98
"15" "tutu" 3575 0 0 1 NA 2510 102 2503 105 100 1.42
