"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 149 0 0 1 NA 31 13 30 12 100 4.81
"2" "kukd" 234 0 0 1 NA 107 18 106 14 100 2.19
"3" "kuku" 1009 0 0 1 NA 472 29 472 27 100 2.14
"4" "pkd" 566 0 0 1 NA 222 24 224 21 100 2.55
"5" "pku" 1103 0 0 1 NA 580 60 584 40 100 1.9
"6" "pp" 11934 0 0 1 NA 2068 56 2071 60 100 5.77
"7" "tdkd" 37 0.2 NA 0.83 NA 25 12 22 10 100 1.48
"8" "tdku" 30 0 0 1 NA 13 5 13 5 100 2.31
"9" "tdp" 668 0 0 1 NA 235 18 234 15 100 2.84
"10" "tdtd" 133 0.01 NA 0.99 NA 53 26 47 21 100 2.51
"11" "tukd" 46 0.24 NA 0.78 NA 40 9 40 7 100 1.15
"12" "tuku" 0 1 NA 0.64 NA 1 1 0 0 100 0
"13" "tup" 101 0.97 NA 0.03 NA 157 21 158 13 100 0.64
"14" "tutd" 44 0.22 NA 0.84 NA 37 8 37 7 100 1.19
"15" "tutu" 1600 0 0 1 NA 921 53 919 53 100 1.74
