"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 209 0 0 1 NA 57 20 54 22 100 3.67
"2" "kukd" 414 0 0 1 NA 215 30 218 18 100 1.93
"3" "kuku" 1935 0 0 1 NA 1119 50 1114 44 100 1.73
"4" "pkd" 924 0 0 1 NA 469 29 468 30 100 1.97
"5" "pku" 2103 0 0 1 NA 1396 69 1395 83 100 1.51
"6" "pp" 17027 0 0 1 NA 4848 97 4849 98 100 3.51
"7" "tdkd" 84 0.08 NA 0.93 NA 58 15 56 13 100 1.45
"8" "tdku" 70 0 0 1 NA 34 10 34 9 100 2.06
"9" "tdp" 1111 0 0 1 NA 620 42 616 35 100 1.79
"10" "tdtd" 223 0.08 NA 0.92 NA 162 43 157 39 100 1.38
"11" "tukd" 102 0.27 NA 0.77 NA 94 13 94 12 100 1.09
"12" "tuku" 1 0.65 NA 0.71 NA 1 2 1 1 100 1
"13" "tup" 521 0 0 1 NA 427 48 434 41 100 1.22
"14" "tutd" 110 0.44 NA 0.58 NA 107 18 107 15 100 1.03
"15" "tutu" 3800 0 0 1 NA 2676 94 2660 96 100 1.42
