"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 52 18 48 19 100 3.87
"2" "kukd" 389 0 0 1 NA 198 28 200 22 100 1.96
"3" "kuku" 1804 0 0 1 NA 1003 59 1001 66 100 1.8
"4" "pkd" 878 0 0 1 NA 428 28 426 30 100 2.05
"5" "pku" 1954 0 0 1 NA 1264 78 1259 79 100 1.55
"6" "pp" 16317 0 0 1 NA 4385 100 4375 100 100 3.72
"7" "tdkd" 79 0.14 NA 0.88 NA 56 17 55 15 100 1.41
"8" "tdku" 62 0 0 1 NA 31 9 31 8 100 2
"9" "tdp" 1056 0 0 1 NA 562 36 562 37 100 1.88
"10" "tdtd" 218 0.0600000000000001 NA 0.94 NA 148 38 144 33 100 1.47
"11" "tukd" 93 0.39 NA 0.62 NA 89 14 89 12 100 1.04
"12" "tuku" 1 0.54 NA 0.74 NA 1 2 1 1 100 1
"13" "tup" 460 0 0 1 NA 376 36 378 23 100 1.22
"14" "tutd" 94 0.55 NA 0.48 NA 95 16 96 15 100 0.99
"15" "tutu" 3387 0 0 1 NA 2332 95 2336 84 100 1.45
