"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
20 107 312 86 273 462 12 20 52 12 5 29 18 81 NA
53 128 358 75 335 496 2 7 59 17 2 21 15 89 NA
33 104 295 96 267 477 24 15 78 10 6 24 9 60 NA
37 116 279 89 251 428 4 4 70 25 15 26 21 89 NA
35 148 345 99 239 470 14 13 82 14 6 31 18 62 NA
54 109 328 84 249 466 13 13 82 11 9 20 16 63 NA
35 111 291 77 246 537 2 6 48 15 9 29 16 54 NA
42 86 312 105 263 516 7 6 72 20 15 35 12 61 NA
28 113 308 79 276 460 1 13 58 30 7 28 13 63 NA
41 103 304 78 281 455 22 7 64 20 11 13 7 63 NA
38 100 331 86 278 482 9 25 77 13 5 22 20 51 NA
29 97 265 60 214 498 11 9 88 10 11 30 18 65 NA
58 63 325 83 235 466 2 5 82 17 3 18 16 71 NA
33 101 282 91 256 525 13 4 75 9 3 37 15 87 NA
61 103 313 91 286 454 10 17 71 12 9 25 8 71 NA
42 106 283 97 248 447 2 5 42 13 8 26 13 73 NA
50 137 310 83 224 438 5 14 60 27 4 23 8 73 NA
32 109 283 77 241 511 4 7 44 26 13 24 21 70 NA
11 52 342 86 263 487 13 8 62 19 2 24 20 71 NA
13 117 370 91 262 442 16 14 79 20 10 22 8 64 NA
32 65 332 75 314 483 13 9 59 14 6 23 18 65 NA
25 99 291 74 285 493 1 14 49 7 2 28 11 78 NA
42 104 288 77 255 530 7 7 64 22 4 12 24 77 NA
36 106 326 78 253 493 6 9 45 11 8 28 19 62 2
22 90 304 72 278 443 3 7 56 11 5 33 14 67 NA
25 99 283 68 285 476 1 9 78 20 9 14 19 81 NA
28 94 299 85 295 544 6 10 69 13 5 20 16 68 NA
25 96 317 82 303 478 10 13 78 10 7 10 13 63 NA
33 93 273 100 276 503 18 17 73 8 7 13 13 84 NA
31 87 320 77 255 482 3 13 57 17 7 15 11 67 NA
45 124 268 82 250 467 9 8 56 19 6 36 13 53 NA
59 117 319 73 253 457 12 5 73 11 9 38 14 85 NA
35 111 292 103 230 443 10 7 59 28 10 25 23 66 NA
29 105 277 70 225 446 9 7 64 15 7 36 8 62 NA
46 124 297 77 259 474 24 5 68 22 8 34 18 72 NA
52 136 327 114 264 507 5 7 76 18 9 25 5 67 NA
33 111 311 71 250 484 5 3 60 21 5 31 16 51 NA
27 117 329 89 309 501 6 7 59 17 6 22 15 84 1
19 85 333 70 271 435 22 5 83 16 10 39 19 72 NA
30 84 287 66 267 446 8 2 64 7 13 34 13 69 NA
34 153 370 79 272 539 11 7 47 16 8 22 22 78 NA
47 100 268 68 224 499 16 8 85 11 7 32 15 71 NA
45 117 334 96 314 524 4 5 57 28 3 29 18 71 NA
34 117 298 88 252 445 14 7 66 15 11 32 10 62 NA
26 91 294 71 253 505 13 22 58 21 6 25 13 52 NA
45 107 339 83 203 446 16 9 71 6 10 25 9 75 1
42 100 258 85 265 444 18 11 60 14 13 22 6 69 NA
26 113 314 84 280 494 8 3 53 10 5 15 17 88 NA
86 151 324 93 304 513 7 7 73 4 15 29 14 62 NA
20 117 311 78 281 475 8 8 73 14 16 42 20 41 NA
44 125 285 72 277 491 15 8 63 19 4 21 4 50 NA
70 105 302 80 228 476 13 21 84 20 6 35 14 86 NA
28 101 325 95 250 446 23 9 34 10 6 22 13 70 NA
64 136 312 86 279 520 12 5 26 7 7 27 9 63 NA
47 112 349 96 306 481 3 2 45 22 7 33 17 64 NA
43 106 304 67 205 493 19 7 67 13 3 41 18 62 NA
38 108 342 74 282 486 7 6 54 15 12 31 22 67 NA
46 102 284 73 263 484 9 7 62 14 15 22 8 80 NA
32 120 306 68 232 470 7 12 68 12 11 27 13 72 NA
22 104 318 59 276 524 12 7 68 21 3 25 12 71 1
36 55 290 74 234 505 21 6 74 18 7 20 12 63 NA
22 97 273 65 262 475 4 7 74 24 3 28 13 55 NA
53 114 346 74 290 501 8 7 33 11 11 28 5 95 NA
21 104 317 85 265 471 5 4 60 20 11 22 9 76 NA
48 101 332 84 320 472 11 10 68 10 4 31 5 75 NA
55 113 294 86 269 533 5 3 56 14 11 23 19 64 NA
75 101 303 91 258 436 11 16 74 13 12 35 18 65 1
59 140 303 111 337 491 6 3 59 20 4 31 16 73 NA
24 113 284 90 265 489 17 7 48 7 13 24 14 71 NA
17 89 314 73 247 458 7 7 72 11 5 21 19 76 NA
48 108 332 100 126 462 16 9 62 15 3 22 13 83 NA
28 95 271 68 226 451 9 11 48 19 5 29 14 82 NA
37 114 282 76 215 480 11 4 81 20 13 27 10 56 2
23 98 315 80 278 441 7 5 68 9 10 29 8 67 NA
44 103 321 88 248 458 12 11 62 15 6 20 19 67 NA
46 102 332 87 294 489 15 5 45 18 5 16 13 63 NA
46 134 353 95 286 496 7 5 50 8 10 27 13 60 NA
32 117 338 75 271 487 8 19 54 15 8 23 15 76 NA
32 88 325 78 287 459 7 8 86 7 11 29 9 69 NA
54 115 303 80 276 480 11 7 71 22 6 27 15 65 NA
24 94 329 81 290 531 14 15 69 13 11 27 15 93 NA
48 123 338 81 277 453 7 14 55 23 10 25 11 58 1
31 89 318 90 319 493 7 8 71 7 5 33 15 77 NA
23 106 323 72 299 479 10 8 65 11 NA 38 12 67 NA
31 109 303 89 272 434 6 2 65 14 5 22 15 68 NA
49 102 317 81 259 477 24 11 71 20 13 35 10 72 NA
27 109 337 78 274 472 14 7 59 16 9 25 18 72 NA
32 117 284 86 214 439 10 5 75 7 4 36 10 64 NA
34 101 331 34 267 486 10 3 68 20 13 24 5 61 NA
21 114 288 68 239 493 3 7 60 28 11 34 18 58 NA
57 94 328 94 286 475 1 10 70 13 9 21 19 65 NA
30 107 274 74 240 439 5 9 63 22 14 22 12 60 NA
30 88 286 37 221 426 7 3 41 9 7 19 15 56 NA
22 123 367 63 330 444 8 9 65 15 8 23 19 76 NA
31 101 345 63 249 476 24 9 75 13 15 16 13 63 NA
64 98 300 92 208 452 7 5 65 24 3 34 13 63 NA
15 104 317 85 254 429 19 10 60 14 11 27 17 69 NA
63 117 339 95 208 417 4 10 61 29 5 22 19 89 NA
24 86 330 71 250 463 8 10 80 13 11 19 17 78 NA
34 104 304 75 269 506 16 11 77 12 7 15 11 59 NA
