"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 129 0 0 1 NA 37 14 34 15 100 3.49
"2" "kukd" 316 0 0 1 NA 106 17 106 13 100 2.98
"3" "kuku" 1097 0 0 1 NA 311 25 312 28 100 3.53
"4" "pkd" 612 0 0 1 NA 81 13 80 11 100 7.56
"5" "pku" 1177 0 0 1 NA 263 32 264 24 100 4.48
"6" "pp" 13890 0 0 1 NA 477 29 476 29 100 29.12
"7" "tdkd" 28 0 0 1 NA 10 6 9 6 100 2.8
"8" "tdku" 50 0 0 1 NA 9 5 7 3 100 5.56
"9" "tdp" 592 0 0 1 NA 64 12 64 12 100 9.25
"10" "tdtd" 41 0 0 1 NA 16 6 15 6 100 2.56
"11" "tukd" 17 0 0 1 NA 8 4 7 4 100 2.12
"12" "tuku" 0 1 NA 0.93 NA 0 0 0 0 100 NA
"13" "tup" 173 0 0 1 NA 26 7 25 6 100 6.65
"14" "tutd" 21 0.0600000000000001 NA 0.96 NA 14 4 14 5 100 1.5
"15" "tutu" 353 0 0 1 NA 69 10 68 8 100 5.12
