"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 186 0 0 1 NA 42 19 40 15 100 4.43
"2" "kukd" 314 0 0 1 NA 154 21 154 17 100 2.04
"3" "kuku" 1399 0 0 1 NA 732 42 732 44 100 1.91
"4" "pkd" 734 0 0 1 NA 328 29 326 23 100 2.24
"5" "pku" 1514 0 0 1 NA 911 55 917 56 100 1.66
"6" "pp" 14281 0 0 1 NA 3145 81 3144 81 100 4.54
"7" "tdkd" 73 0.02 NA 0.98 NA 42 14 40 14 100 1.74
"8" "tdku" 46 0 0 1 NA 21 7 21 7 100 2.19
"9" "tdp" 861 0 0 1 NA 386 30 384 29 100 2.23
"10" "tdtd" 168 0.03 NA 0.97 NA 94 32 89 30 100 1.79
"11" "tukd" 63 0.58 NA 0.46 NA 63 10 64 8 100 1
"12" "tuku" 1 0.51 NA 0.83 NA 1 1 1 1 100 1
"13" "tup" 316 0.02 NA 0.98 NA 262 28 266 21 100 1.21
"14" "tutd" 61 0.58 NA 0.44 NA 63 13 64 12 100 0.97
"15" "tutu" 2400 0 0 1 NA 1556 66 1554 73 100 1.54
