"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"kd" "kd" 34 18 10 NA NA NA
"ku" "kd" 245 7 14 4 NA NA
"ku" "ku" 1266 11 15 11 NA 2
"p" "kd" 457 5 30 22 NA NA
"p" "ku" 1526 3 13 14 NA NA
"p" "p" 5486 7 15 117 6 1
"td" "kd" 55 NA 4 2 NA NA
"td" "ku" 32 NA NA NA NA 1
"td" "p" 664 NA 2 3 30 NA
"td" "td" 171 NA NA 1 13 2
"tu" "kd" 95 NA 7 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 464 1 NA 2 1 2
"tu" "td" 128 NA NA NA NA 7
"tu" "tu" 3004 NA 1 9 1 7
"kd" "kd" 32 NA 11 NA NA NA
"ku" "kd" 200 2 15 8 NA NA
"ku" "ku" 1222 6 11 13 NA 2
"p" "kd" 452 3 21 16 NA NA
"p" "ku" 1518 2 8 17 1 1
"p" "p" 5373 1 17 123 6 4
"td" "kd" 37 NA 4 9 NA NA
"td" "ku" 38 NA NA NA 1 NA
"td" "p" 645 NA 3 9 41 NA
"td" "td" 139 NA NA NA NA 1
"tu" "kd" 89 NA 2 3 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 448 NA 1 6 1 1
"tu" "td" 120 NA NA NA NA 8
"tu" "tu" 3135 NA 1 11 1 2
"kd" "kd" 42 29 2 24 NA NA
"ku" "kd" 225 7 23 4 NA NA
"ku" "ku" 1188 10 11 14 1 NA
"p" "kd" 467 9 29 29 NA NA
"p" "ku" 1459 4 6 24 NA 2
"p" "p" 5219 14 12 140 4 4
"td" "kd" 43 NA 14 NA 4 NA
"td" "ku" 36 NA NA NA 3 NA
"td" "p" 676 NA 6 2 30 NA
"td" "td" 195 NA NA NA NA NA
"tu" "kd" 91 NA 4 3 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 562 NA 2 6 1 1
"tu" "td" 110 NA NA 1 NA 10
"tu" "tu" 3054 1 1 8 2 2
"kd" "kd" 21 NA 13 13 NA NA
"ku" "kd" 214 NA 19 8 1 NA
"ku" "ku" 1256 5 14 13 2 1
"p" "kd" 458 2 46 45 NA NA
"p" "ku" 1612 4 7 21 2 NA
"p" "p" 5402 NA 41 140 3 2
"td" "kd" 45 NA 22 NA NA NA
"td" "ku" 21 NA 1 NA 1 NA
"td" "p" 601 NA 10 5 25 NA
"td" "td" 234 NA NA NA NA NA
"tu" "kd" 125 NA 1 1 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 464 NA NA 4 NA NA
"tu" "td" 107 NA NA NA NA 4
"tu" "tu" 3042 NA 1 10 3 2
"kd" "kd" 40 23 5 NA NA NA
"ku" "kd" 245 6 14 1 NA NA
"ku" "ku" 1148 11 13 10 NA 1
"p" "kd" 467 2 24 3 NA NA
"p" "ku" 1548 7 7 10 2 3
"p" "p" 5309 7 20 105 7 2
"td" "kd" 60 NA 11 NA 2 NA
"td" "ku" 40 NA NA NA 1 NA
"td" "p" 681 NA 6 1 27 NA
"td" "td" 226 NA NA NA 47 1
