"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
"1" 46 197 1209 508 1463 5516 76 36 697 292 118 1 460 137 3305
"2" 64 245 1256 492 1569 5493 68 38 648 121 110 2 486 171 3195
"3" 70 244 1119 518 1552 5334 111 41 680 261 93 NA 532 94 3175
"4" 37 188 1233 540 1665 5429 83 38 649 182 113 5 493 142 3167
"5" 115 249 1147 508 1497 5470 79 32 789 177 100 4 552 126 3201
"6" 38 225 1220 480 1642 5382 98 43 705 134 116 1 505 137 3063
"7" 68 232 1231 535 1703 5631 77 23 700 225 119 NA 464 122 3138
"8" 68 209 1206 535 1480 5437 77 25 799 196 115 NA 543 114 3199
"9" 56 220 1236 509 1603 5325 75 49 718 198 102 NA 551 143 3127
"10" 102 230 1213 484 1592 5356 49 22 692 173 92 1 487 131 3241
"11" 55 223 1126 466 1458 5473 39 36 687 123 127 NA 445 127 3233
"12" 36 227 1314 526 1607 5571 49 16 686 188 99 NA 527 145 3107
"13" 88 256 1206 512 1501 5531 36 50 644 118 88 4 554 124 3017
"14" 60 255 1185 539 1515 5621 96 45 716 183 91 1 509 128 3095
"15" 77 225 1284 545 1563 5447 62 25 679 138 99 2 509 107 3137
"16" 56 303 1375 536 1658 5437 48 46 684 141 97 1 502 120 3230
"17" 49 272 1301 610 1578 5303 64 49 699 129 108 1 530 120 3280
"18" 43 137 1222 500 1610 5360 63 44 691 195 118 NA 485 148 3236
"19" 53 231 1350 463 1569 5479 61 23 694 118 105 1 543 135 3127
"20" 83 223 1160 549 1495 5420 55 21 686 207 126 NA 525 156 3332
"21" 56 248 1250 514 1643 5591 63 39 698 214 112 1 466 110 3230
"22" 24 283 1349 532 1586 5408 60 42 652 159 132 3 486 108 3200
"23" 49 270 1160 580 1459 5459 68 51 681 202 77 4 454 166 3103
"24" 92 209 1125 507 1279 5192 52 52 646 221 75 1 515 100 3126
