"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 62 19 60 19 2000 3.45
"2" "kukd" 438 0 0 1 NA 241 30 243 25 2000 1.82
"3" "kuku" 2103 0 0 1 NA 1253 64 1252 65 2000 1.68
"4" "pkd" 981 0 0 1 NA 521 33 522 31 2000 1.88
"5" "pku" 2297 0 0 1 NA 1578 87 1577 85 2000 1.46
"6" "pp" 18008 0 0 1 NA 5469 113 5467 107 2000 3.29
"7" "tdkd" 88 0.099 NA 0.9085 NA 64 18 63 16 2000 1.38
"8" "tdku" 76 0 0 1 NA 39 10 39 10 2000 1.95
"9" "tdp" 1205 0 0 1 NA 693 39 692 39 2000 1.74
"10" "tdtd" 231 0.1335 NA 0.8715 NA 182 45 178 44 2000 1.27
"11" "tukd" 111 0.4835 NA 0.5425 NA 110 15 110 15 2000 1.01
"12" "tuku" 1 0.6635 NA 0.663 NA 1 2 1 1 2000 1
"13" "tup" 583 0.011 NA 0.991 NA 496 41 498 36 2000 1.18
"14" "tutd" 123 0.561 NA 0.459 NA 126 19 125 18 2000 0.98
"15" "tutu" 4391 0 0 1 NA 3156 109 3153 110 2000 1.39
