"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 188 0 0 1 NA 49 16 46 16 100 3.84
"2" "kukd" 350 0 0 1 NA 176 25 176 23 100 1.99
"3" "kuku" 1567 0 0 1 NA 847 49 846 49 100 1.85
"4" "pkd" 800 0 0 1 NA 373 36 374 30 100 2.14
"5" "pku" 1701 0 0 1 NA 1064 60 1070 52 100 1.6
"6" "pp" 15175 0 0 1 NA 3659 92 3655 102 100 4.15
"7" "tdkd" 74 0.03 NA 0.97 NA 45 14 44 10 100 1.64
"8" "tdku" 52 0.01 NA 0.99 NA 27 8 26 7 100 1.93
"9" "tdp" 949 0 0 1 NA 458 36 462 27 100 2.07
"10" "tdtd" 175 0.1 NA 0.91 NA 114 40 108 41 100 1.54
"11" "tukd" 75 0.47 NA 0.57 NA 74 12 73 13 100 1.01
"12" "tuku" 1 0.5 NA 0.76 NA 1 2 0 1 100 1
"13" "tup" 375 0.01 NA 0.99 NA 311 27 311 31 100 1.21
"14" "tutd" 76 0.51 NA 0.55 NA 75 12 76 13 100 1.01
"15" "tutu" 2807 0 0 1 NA 1874 71 1868 82 100 1.5
