"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
4 65 405 105 496 1373 15 15 250 20 33 0 62 54 754
13 77 343 147 490 1427 7 19 249 21 30 NA 169 65 698
7 60 430 118 561 1413 15 9 241 27 19 0 156 53 780
10 58 372 128 472 1473 21 36 273 33 39 NA 137 88 886
7 78 394 154 469 1308 17 7 251 25 27 NA 139 59 808
5 67 451 120 559 1288 13 15 264 32 27 0 162 54 754
11 75 344 154 513 1383 20 26 279 31 16 1 150 45 825
7 62 406 132 528 1308 16 33 259 30 41 0 153 53 785
10 76 378 130 477 1383 20 31 243 19 38 0 148 59 714
14 86 403 141 446 1380 16 19 255 22 22 NA 154 69 742
14 94 352 118 426 1309 9 11 236 20 39 0 118 64 807
7 69 419 121 465 1303 22 23 276 20 32 NA 175 73 756
7 63 415 129 578 1427 20 18 209 30 36 4 138 82 772
14 79 402 112 524 1416 19 22 253 36 29 NA 117 56 775
8 73 395 66 244 1290 21 18 268 27 38 0 130 51 768
8 74 389 123 498 1355 19 36 246 30 30 1 143 75 785
10 81 399 125 444 1442 21 14 247 32 25 0 180 76 774
8 71 398 136 473 1367 15 11 263 28 37 0 168 56 754
6 52 425 115 507 1300 16 20 276 18 19 0 125 69 694
12 65 407 135 469 1374 16 22 235 20 12 0 136 42 764
9 51 396 140 518 1414 17 13 278 31 31 0 131 47 845
11 58 380 66 568 1363 21 27 287 33 30 NA 117 40 795
8 79 438 144 575 1372 21 15 206 32 41 0 166 37 812
9 69 442 128 567 1353 13 17 246 33 16 NA 167 58 797
7 56 399 123 485 1331 16 17 258 26 33 1 134 48 816
20 74 427 141 454 1264 13 19 267 26 29 NA 155 75 773
10 65 382 117 453 1342 23 13 253 24 25 0 127 60 776
11 81 400 125 476 1386 16 35 265 33 30 NA 127 41 766
9 66 329 144 495 1390 17 22 237 37 30 0 133 70 719
7 53 373 108 507 1439 12 18 289 32 28 NA 130 71 781
11 81 427 130 254 1378 15 19 239 31 17 0 141 65 850
5 54 338 114 497 1359 16 20 233 20 26 1 140 74 746
13 65 397 62 469 1340 4 18 251 38 35 2 142 53 796
11 63 411 121 565 1407 7 19 243 33 29 0 132 53 775
10 71 401 127 506 1404 15 15 263 29 21 0 128 60 833
13 76 370 142 512 1391 24 26 256 28 34 NA 146 84 737
8 74 392 122 401 1328 18 18 242 24 29 NA 120 54 799
6 80 414 90 555 1377 23 25 264 20 40 0 124 33 755
10 80 439 119 469 1305 6 15 270 32 16 1 133 75 699
16 70 383 116 526 1330 16 22 273 27 26 NA 152 53 790
4 47 360 138 474 1358 16 19 226 26 30 0 159 62 766
11 69 398 137 512 1362 21 19 257 21 28 NA 147 57 742
6 71 393 133 484 1255 13 19 275 23 28 0 161 65 785
8 67 381 110 548 1507 15 24 257 36 13 NA 155 42 712
9 78 426 137 592 1381 18 21 258 22 25 1 137 36 752
7 59 396 149 499 1416 8 19 267 30 31 0 119 77 684
8 73 450 125 549 1414 16 17 261 18 33 0 155 41 765
13 70 424 158 613 1474 25 13 235 32 31 1 73 52 800
13 72 440 131 529 1407 16 25 242 27 25 0 149 56 771
11 55 354 133 448 1379 17 20 261 24 23 NA 159 27 715
8 78 383 126 495 1418 9 23 273 21 26 0 136 58 825
8 71 359 130 493 1410 8 18 244 19 27 1 143 59 779
11 74 414 123 427 1318 18 13 239 26 25 NA 139 66 816
8 76 409 150 248 1335 19 22 254 33 19 0 148 55 707
9 66 370 121 519 1365 11 18 253 23 28 0 135 27 764
11 77 424 100 475 1320 15 21 250 22 33 1 128 24 815
10 76 435 140 542 1394 15 18 255 25 23 0 144 57 827
8 82 402 135 521 1359 20 30 236 22 35 NA 158 53 735
7 70 393 134 482 1368 15 25 254 28 41 0 142 42 775
10 69 421 131 499 1368 13 27 254 25 25 NA 134 43 756
7 69 415 119 494 1381 9 10 247 24 36 0 134 58 808
7 71 376 133 414 1397 23 19 222 15 31 1 118 86 798
5 59 380 118 495 1324 18 28 272 25 16 0 165 75 789
14 84 396 148 461 1437 16 22 249 23 14 1 141 56 720
8 74 436 134 525 1343 23 41 288 32 29 0 93 62 759
8 58 376 122 464 1416 18 18 266 25 24 NA 187 71 785
10 49 426 65 540 1318 15 26 246 23 25 0 168 55 758
10 84 369 130 512 1346 14 42 254 31 28 0 136 48 723
11 83 387 157 471 1414 13 23 254 25 28 NA 153 54 762
10 60 418 122 489 1417 15 16 114 23 26 0 141 62 797
10 39 375 138 520 1356 21 37 128 21 24 3 103 59 742
13 73 381 136 455 1399 18 16 263 28 16 0 142 59 839
12 79 384 122 482 1319 6 28 311 26 27 3 173 53 730
8 69 360 124 450 1389 11 29 267 25 38 0 146 53 814
9 63 394 131 515 1344 12 26 267 23 22 NA 140 52 775
6 59 438 136 559 1394 17 23 277 28 36 NA 117 49 811
9 58 427 138 562 1386 16 16 255 27 30 1 161 87 766
8 60 393 130 537 1402 15 33 288 20 21 0 147 40 785
13 72 426 138 519 1392 17 31 264 17 30 1 150 54 742
12 95 439 56 449 1333 8 28 293 31 14 0 182 76 830
4 56 350 141 487 1424 14 29 252 26 31 4 141 48 728
4 69 353 118 485 1290 7 23 237 24 29 0 164 37 921
6 72 349 125 496 1347 9 15 270 25 22 0 131 63 754
9 66 405 125 465 1344 19 20 232 34 28 0 158 61 714
6 73 400 122 525 1383 22 32 270 32 29 0 144 36 824
11 65 402 109 511 1423 15 19 246 22 28 NA 156 51 735
7 62 401 113 563 1294 15 15 253 28 25 0 151 70 776
5 27 368 120 405 1323 15 15 249 22 21 0 142 63 812
6 91 432 138 478 1411 7 13 270 32 19 NA 142 54 791
13 53 348 121 550 1429 8 18 273 33 31 1 153 52 766
10 78 425 132 518 1390 20 22 272 34 23 NA 117 40 705
7 74 413 138 549 1380 14 20 228 22 33 NA 131 40 752
13 70 379 134 494 1322 16 37 259 18 30 0 144 46 733
5 50 393 100 493 1351 19 37 260 26 28 0 170 43 764
10 87 397 132 497 1352 19 7 280 24 29 0 145 59 808
8 73 457 130 570 1290 17 20 247 24 32 NA 136 69 797
9 63 420 111 495 1295 21 15 223 36 26 NA 151 73 760
6 57 413 140 521 1381 17 11 239 18 32 NA 183 39 830
5 67 392 118 481 1334 15 17 254 22 42 NA 184 61 840
10 61 343 125 485 1344 21 19 268 34 13 1 181 48 769
