"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 181 0 0 1 NA 42 17 40 17 100 4.31
"2" "kukd" 330 0 0 1 NA 170 23 170 21 100 1.94
"3" "kuku" 1611 0 0 1 NA 874 50 873 53 100 1.84
"4" "pkd" 836 0 0 1 NA 335 31 336 26 100 2.5
"5" "pku" 1768 0 0 1 NA 1066 89 1060 67 100 1.66
"6" "pp" 16104 0 0 1 NA 3201 84 3202 81 100 5.03
"7" "tdkd" 40 0.3 NA 0.73 NA 37 13 36 10 100 1.08
"8" "tdku" 39 0.01 NA 0.99 NA 22 7 22 6 100 1.77
"9" "tdp" 885 0 0 1 NA 388 39 390 28 100 2.28
"10" "tdtd" 99 0.19 NA 0.83 NA 79 23 73 21 100 1.25
"11" "tukd" 57 0.67 NA 0.37 NA 61 10 61 10 100 0.93
"12" "tuku" 1 0.53 NA 0.74 NA 1 1 1 1 100 1
"13" "tup" 329 0 0 1 NA 231 25 231 22 100 1.42
"14" "tutd" 62 0.41 NA 0.67 NA 58 9 58 10 100 1.07
"15" "tutu" 1650 0 0 1 NA 1047 55 1044 49 100 1.58
