"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 49 18 44 15 100 4.1
"2" "kukd" 365 0 0 1 NA 181 30 185 21 100 2.02
"3" "kuku" 1646 0 0 1 NA 899 47 900 57 100 1.83
"4" "pkd" 826 0 0 1 NA 396 26 396 25 100 2.09
"5" "pku" 1786 0 0 1 NA 1122 85 1122 70 100 1.59
"6" "pp" 15595 0 0 1 NA 3900 91 3905 96 100 4
"7" "tdkd" 76 0.0600000000000001 NA 0.94 NA 47 16 45 15 100 1.62
"8" "tdku" 56 0 0 1 NA 27 7 27 7 100 2.07
"9" "tdp" 995 0 0 1 NA 489 28 485 26 100 2.03
"10" "tdtd" 186 0.05 NA 0.95 NA 118 37 112 35 100 1.58
"11" "tukd" 86 0.24 NA 0.78 NA 78 13 78 10 100 1.1
"12" "tuku" 1 0.56 NA 0.73 NA 1 1 1 1 100 1
"13" "tup" 411 0 0 1 NA 333 31 332 27 100 1.23
"14" "tutd" 82 0.57 NA 0.48 NA 84 14 84 14 100 0.98
"15" "tutu" 3014 0 0 1 NA 2034 74 2042 65 100 1.48
