"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 59 19 56 18 100 3.63
"2" "kukd" 432 0 0 1 NA 234 26 235 23 100 1.85
"3" "kuku" 2049 0 0 1 NA 1201 56 1204 55 100 1.71
"4" "pkd" 963 0 0 1 NA 502 29 503 30 100 1.92
"5" "pku" 2240 0 0 1 NA 1507 81 1504 84 100 1.49
"6" "pp" 17671 0 0 1 NA 5274 107 5267 103 100 3.35
"7" "tdkd" 87 0.09 NA 0.94 NA 62 18 59 16 100 1.4
"8" "tdku" 72 0 0 1 NA 39 10 38 10 100 1.85
"9" "tdp" 1179 0 0 1 NA 674 31 668 24 100 1.75
"10" "tdtd" 229 0.19 NA 0.81 NA 177 51 168 50 100 1.29
"11" "tukd" 107 0.53 NA 0.51 NA 108 14 107 13 100 0.99
"12" "tuku" 1 0.63 NA 0.66 NA 2 2 1 1 100 0.5
"13" "tup" 566 0.02 NA 0.98 NA 479 40 476 42 100 1.18
"14" "tutd" 120 0.47 NA 0.59 NA 118 19 118 17 100 1.02
"15" "tutu" 4171 0 0 1 NA 3001 98 3002 86 100 1.39
