"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 129 0 0 1 NA 36 13 36 13 100 3.58
"2" "kukd" 316 0 0 1 NA 103 20 104 16 100 3.07
"3" "kuku" 1097 0 0 1 NA 305 28 310 27 100 3.6
"4" "pkd" 612 0 0 1 NA 80 15 83 13 100 7.65
"5" "pku" 1177 0 0 1 NA 261 31 256 29 100 4.51
"6" "pp" 13890 0 0 1 NA 472 34 471 27 100 29.43
"7" "tdkd" 28 0.01 NA 1 NA 11 6 10 6 100 2.55
"8" "tdku" 50 0 0 1 NA 8 5 7 3 100 6.25
"9" "tdp" 592 0 0 1 NA 63 12 63 10 100 9.4
"10" "tdtd" 41 0 0 1 NA 16 6 15 4 100 2.56
"11" "tukd" 17 0.02 NA 0.99 NA 8 4 7 4 100 2.12
"12" "tuku" 0 1 NA 0.98 NA 0 0 0 0 100 NA
"13" "tup" 173 0 0 1 NA 26 6 26 7 100 6.65
"14" "tutd" 21 0.1 NA 0.96 NA 14 5 14 4 100 1.5
"15" "tutu" 353 0 0 1 NA 71 10 70 9 100 4.97
