"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 36 0 0 1 NA 12 5 11 6 100 3
"2" "kukd" 95 0 0 1 NA 46 10 45 10 100 2.07
"3" "kuku" 324 0 0 1 NA 134 14 133 13 100 2.42
"4" "pkd" 175 0 0 1 NA 55 11 57 9 100 3.18
"5" "pku" 266 0 0 1 NA 99 17 99 16 100 2.69
"6" "pp" 1883 0 0 1 NA 303 23 301 19 100 6.21
"7" "tdkd" 33 0 0 1 NA 9 5 8 4 100 3.67
"8" "tdku" 15 0 0 1 NA 5 3 5 3 100 3
"9" "tdp" 101 0 0 1 NA 50 10 50 9 100 2.02
"10" "tdtd" 38 0.01 NA 0.99 NA 18 7 18 7 100 2.11
"11" "tukd" 23 0.09 NA 0.93 NA 15 6 15 4 100 1.53
"12" "tuku" 0 1 NA 0.8 NA 0 1 0 0 100 NA
"13" "tup" 104 0 0 1 NA 45 10 44 9 100 2.31
"14" "tutd" 15 0.27 NA 0.78 NA 12 5 12 4 100 1.25
"15" "tutu" 236 0 0 1 NA 168 17 167 13 100 1.4
